feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	reference	fdr.pval
UniRef90_B7UY29..Translational.regulator.CsrA	species2	cat	-0.009939344	0.012923511	2657	5	0.456551558	0.899582833	dog	0.973119955
UniRef90_B7UY29..Translational.regulator.CsrA	species2	HMP1-II	-0.011078449	0.018075408	2657	5	0.606023868	0.899582833	dog	0.973119955
UniRef90_B8L7N1..Acriflavin.resistance.protein	species2	HMP1-II	-0.028654616	0.139547067	2657	10	0.83950964	1	cat	0.973119955
UniRef90_B8L7N1..Acriflavin.resistance.protein	species2	cat	-0.002821026	0.018100205	2657	10	0.876163403	0.936428611	dog	0.973119955
UniRef90_B8L7N1..Acriflavin.resistance.protein	species2	HMP1-II	-0.031475642	0.138992202	2657	10	0.823322126	0.899582833	dog	0.973119955
UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance	species2	HMP1-II	-0.033132134	0.136190582	2657	11	0.810653311	1	cat	0.973119955
UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance	species2	cat	-0.007715669	0.026403943	2657	11	0.770196711	0.899582833	dog	0.973119955
UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance	species2	HMP1-II	-0.040847803	0.134994367	2657	11	0.765924454	0.899582833	dog	0.973119955
UniRef90_B8QUG9..Tet.32.	species2	HMP1-II	-0.984776123	1.979775633	2657	2017	0.625610258	0.899582833	dog	0.973119955
UniRef90_C1IUP5..NO_NAME	species2	HMP1-II	-0.007336226	0.045394831	2657	3	0.87379888	1	cat	0.973119955
UniRef90_C1IUP5..NO_NAME	species2	cat	-0.004334465	0.013179032	2657	3	0.742541459	0.899582833	dog	0.973119955
UniRef90_C1IUP5..NO_NAME	species2	HMP1-II	-0.011670691	0.044483884	2657	3	0.796898452	0.899582833	dog	0.973119955
UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase	species2	HMP1-II	0.010656958	0.01281604	2657	7	0.405747491	1	cat	0.973119955
UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase	species2	cat	-0.00785641	0.008704591	2657	7	0.366841714	0.899582833	dog	0.973119955
UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase	species2	HMP1-II	0.002800548	0.010557127	2657	7	0.790817776	0.899582833	dog	0.973119955
UniRef90_C9WIW3..Lincosamide.nucleotidyltransferase	species2	HMP1-II	-1.262363891	2.762700219	2657	1058	0.653570179	1	cat	0.973119955
UniRef90_D1LU77..Beta.lactamase..Fragment.	species2	HMP1-II	0.003853403	0.020632346	2657	10	0.8543676	1	cat	0.973119955
UniRef90_D1LU77..Beta.lactamase..Fragment.	species2	HMP1-II	-0.017586774	0.018010647	2657	10	0.352531328	0.899582833	dog	0.973119955
UniRef90_D4JSJ5..Small.GTP.binding.protein.domain	species2	cat	0.061353055	0.119802532	2657	157	0.609321764	0.899582833	dog	0.973119955
UniRef90_D6PYN7..DfrA14..Fragment.	species2	cat	-0.00526215	0.013106922	2657	5	0.688837426	0.899582833	dog	0.973119955
UniRef90_D6PYN7..DfrA14..Fragment.	species2	HMP1-II	-0.010562145	0.035639438	2657	5	0.772497918	0.899582833	dog	0.973119955
UniRef90_D7RVH1..MFS.transporter	species2	HMP1-II	-0.255810629	0.637783375	2657	58	0.693804867	1	cat	0.973119955
UniRef90_D7RVH1..MFS.transporter	species2	cat	-0.029907803	0.07878829	2657	58	0.704287569	0.899582833	dog	0.973119955
UniRef90_D7RVH1..MFS.transporter	species2	HMP1-II	-0.285718434	0.635478371	2657	58	0.65927217	0.899582833	dog	0.973119955
UniRef90_D7UQM0..FosA3	species2	HMP1-II	-0.010832626	0.042645105	2657	5	0.802849134	1	cat	0.973119955
UniRef90_D7UQM0..FosA3	species2	cat	-0.004624051	0.010803796	2657	5	0.668916748	0.899582833	dog	0.973119955
UniRef90_D7UQM0..FosA3	species2	HMP1-II	-0.015456677	0.042001223	2657	5	0.718142697	0.899582833	dog	0.973119955
UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.02606641	0.103212972	2657	11	0.806375792	1	cat	0.973119955
UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase	species2	cat	-0.023810878	0.035624138	2657	11	0.505610699	0.899582833	dog	0.973119955
UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase	species2	HMP1-II	-0.049877288	0.100205242	2657	11	0.631873935	0.899582833	dog	0.973119955
UniRef90_E7SA67..ABC.transporter..ATP.binding.protein	species2	cat	-0.00594584	0.020744424	2657	16	0.774422975	0.899582833	dog	0.973119955
UniRef90_E9FPR1..ABC.transporter..ATP.binding.protein	species2	cat	-0.007944135	0.020344908	2657	17	0.696218259	0.899582833	dog	0.973119955
UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.462384387	0.92483439	2657	63	0.62393381	1	cat	0.973119955
UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.032359669	0.101815539	2657	63	0.750647688	0.899582833	dog	0.973119955
UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.494744059	0.922166852	2657	63	0.599102639	0.899582833	dog	0.973119955
UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase	species2	HMP1-II	-0.020029812	0.081336487	2657	6	0.808534635	1	cat	0.973119955
UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase	species2	cat	-0.006302259	0.018045518	2657	6	0.727045361	0.899582833	dog	0.973119955
UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase	species2	HMP1-II	-0.026332071	0.080399888	2657	6	0.747582129	0.899582833	dog	0.973119955
UniRef90_F3ZU25..Small.GTP.binding.protein	species2	HMP1-II	-0.020916825	0.076053173	2657	6	0.786417667	1	cat	0.973119955
UniRef90_F3ZU25..Small.GTP.binding.protein	species2	cat	0.005335027	0.010990485	2657	6	0.627444808	0.899582833	dog	0.973119955
UniRef90_F3ZU25..Small.GTP.binding.protein	species2	HMP1-II	-0.015581799	0.075679401	2657	6	0.839220848	0.909781456	dog	0.973119955
UniRef90_F4LXH4..ABC.transporter.related.protein	species2	HMP1-II	-0.399291669	1.362455644	2657	110	0.773095793	1	cat	0.973119955
UniRef90_F4LXH4..ABC.transporter.related.protein	species2	HMP1-II	-0.789786489	1.360239148	2657	110	0.569327642	0.899582833	dog	0.973119955
UniRef90_F8UVJ0..Ble	species2	HMP1-II	-0.003815182	0.017911516	2657	3	0.834281559	1	cat	0.973119955
UniRef90_F8UVJ0..Ble	species2	cat	-0.001985205	0.004933789	2657	3	0.6877449	0.899582833	dog	0.973119955
UniRef90_F8UVJ0..Ble	species2	HMP1-II	-0.005800387	0.017589723	2657	3	0.746559451	0.899582833	dog	0.973119955
UniRef90_F9VD30..ABC.transporter.ATP.binding.component	species2	HMP1-II	-0.014629105	0.07738813	2657	6	0.853164305	1	cat	0.973119955
UniRef90_F9VD30..ABC.transporter.ATP.binding.component	species2	cat	-0.013375322	0.026719894	2657	6	0.617575046	0.899582833	dog	0.973119955
UniRef90_F9VD30..ABC.transporter.ATP.binding.component	species2	HMP1-II	-0.028004425	0.075131232	2657	6	0.71630137	0.899582833	dog	0.973119955
UniRef90_G1CSU8..Efflux.pump.membrane.transporter	species2	HMP1-II	-0.091755166	0.39299525	2657	46	0.818645679	1	cat	0.973119955
UniRef90_G1CSU8..Efflux.pump.membrane.transporter	species2	cat	-0.080184995	0.090113167	2657	46	0.374047269	0.899582833	dog	0.973119955
UniRef90_G1CSU8..Efflux.pump.membrane.transporter	species2	HMP1-II	-0.171940161	0.388157034	2657	46	0.66458146	0.899582833	dog	0.973119955
UniRef90_G8LCW0..Transcriptional.activator.ramA	species2	cat	-0.032093039	0.037680701	2657	23	0.399159787	0.899582833	dog	0.973119955
UniRef90_G8LCW0..Transcriptional.activator.ramA	species2	HMP1-II	-0.021416062	0.087990465	2657	23	0.81687126	0.899582833	dog	0.973119955
UniRef90_H9CDJ3..Tetracycline.resistance.protein.40	species2	HMP1-II	-2.063860509	2.206460295	2657	2343	0.364665931	1	cat	0.973119955
UniRef90_H9CDJ3..Tetracycline.resistance.protein.40	species2	HMP1-II	-3.024079472	2.195169328	2657	2343	0.189256773	0.896012536	dog	0.973119955
UniRef90_I1YAX3..Beta.lactamase	species2	HMP1-II	-0.935993308	1.463920886	2657	272	0.532113682	1	cat	0.973119955
UniRef90_I1YAX3..Beta.lactamase	species2	cat	-0.24860406	0.23729003	2657	272	0.295007448	0.899582833	dog	0.973119955
UniRef90_I1YAX3..Beta.lactamase	species2	HMP1-II	-1.184597334	1.454903499	2657	272	0.428394056	0.899582833	dog	0.973119955
UniRef90_I3RVP3..Tetracycline.resistance.protein.O.32.O	species2	cat	0.088231225	0.1035033	2657	136	0.395442888	0.899582833	dog	0.973119955
UniRef90_I3TZJ0..MFS.family.major.facilitator.transporter	species2	HMP1-II	-0.413858152	1.349993297	2657	56	0.765970078	1	cat	0.973119955
UniRef90_I3TZJ0..MFS.family.major.facilitator.transporter	species2	HMP1-II	-0.427165265	1.348161727	2657	56	0.758433806	0.899582833	dog	0.973119955
UniRef90_I7QYT2..Multidrug.resistance.protein.imrP	species2	cat	-0.009215203	0.014827549	2657	6	0.535425298	0.899582833	dog	0.973119955
UniRef90_I7QYT2..Multidrug.resistance.protein.imrP	species2	HMP1-II	-0.009829538	0.019490605	2657	6	0.619268071	0.899582833	dog	0.973119955
UniRef90_K0JHQ1..Class.D.beta.lactamase	species2	HMP1-II	-0.055566061	0.196344545	2657	13	0.780377847	1	cat	0.973119955
UniRef90_K0JHQ1..Class.D.beta.lactamase	species2	cat	-0.008324861	0.031060238	2657	13	0.78872325	0.899582833	dog	0.973119955
UniRef90_K0JHQ1..Class.D.beta.lactamase	species2	HMP1-II	-0.063890922	0.195191787	2657	13	0.747248043	0.899582833	dog	0.973119955
UniRef90_M4R2Y6..Hydrolase..alpha.beta.domain.protein	species2	HMP1-II	0.35911582	0.741523007	2657	176	0.634514543	1	cat	0.973119955
UniRef90_M5CQX6..Acra3.protein	species2	HMP1-II	-0.034944985	0.143497161	2657	13	0.810390982	1	cat	0.973119955
UniRef90_M5CQX6..Acra3.protein	species2	cat	-0.006596928	0.025272895	2657	13	0.794122971	0.899582833	dog	0.973119955
UniRef90_M5CQX6..Acra3.protein	species2	HMP1-II	-0.041541912	0.14245576	2657	13	0.774049309	0.899582833	dog	0.973119955
UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS	species2	HMP1-II	-0.019915054	0.098094051	2657	9	0.841330236	1	cat	0.973119955
UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS	species2	cat	-0.002427918	0.01408393	2657	9	0.863153374	0.930731219	dog	0.973119955
UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS	species2	HMP1-II	-0.022342971	0.097618057	2657	9	0.821510212	0.899582833	dog	0.973119955
UniRef90_M5D4V8..Transcriptional.regulatory.protein.resD	species2	HMP1-II	-0.029422794	0.142652937	2657	11	0.838792082	1	cat	0.973119955
UniRef90_M5D4V8..Transcriptional.regulatory.protein.resD	species2	HMP1-II	-0.03204263	0.142136661	2657	11	0.824086287	0.899582833	dog	0.973119955
UniRef90_O07480..Erythromycin.resistance.methylase	species2	cat	-0.018041516	0.019986172	2657	12	0.369372232	0.899582833	dog	0.973119955
UniRef90_O52836..Tetracycline.resistance.protein.TetW	species2	cat	0.254909085	0.304620457	2657	2452	0.402836312	0.899582833	dog	0.973119955
UniRef90_O52836..Tetracycline.resistance.protein.TetW	species2	HMP1-II	0.349106241	2.056862502	2657	2452	0.867281488	0.932310976	dog	0.973119955
UniRef90_O87866..Quaternary.ammonium.compound.resistance.protein.QacG	species2	HMP1-II	-0.011463526	0.0212402	2657	6	0.589443058	1	cat	0.973119955
UniRef90_O87866..Quaternary.ammonium.compound.resistance.protein.QacG	species2	HMP1-II	-0.011673078	0.017496473	2657	6	0.504723162	0.899582833	dog	0.973119955
UniRef90_P00382..Dihydrofolate.reductase.type.1	species2	HMP1-II	-0.418809675	1.126059329	2657	38	0.714633923	1	cat	0.973119955
UniRef90_P00382..Dihydrofolate.reductase.type.1	species2	HMP1-II	-0.427495962	1.125109902	2657	38	0.708788448	0.899582833	dog	0.973119955
UniRef90_P00485..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.288454227	1.239365632	2657	9	0.818425108	1	cat	0.973119955
UniRef90_P00485..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.288940992	1.239273481	2657	9	0.818111909	0.899582833	dog	0.973119955
UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.703788935	1.402666572	2657	133	0.621715309	1	cat	0.973119955
UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase	species2	cat	-0.037689679	0.123209369	2657	133	0.759706859	0.899582833	dog	0.973119955
UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.741478602	1.400066902	2657	133	0.602680473	0.899582833	dog	0.973119955
UniRef90_P00552..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.173959255	0.710040636	2657	40	0.809016601	1	cat	0.973119955
UniRef90_P00552..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.182065312	0.70876483	2657	40	0.799982627	0.899582833	dog	0.973119955
UniRef90_P00557..Hygromycin.B.4.O.kinase	species2	HMP1-II	-0.106326551	0.233138207	2657	33	0.654041115	1	cat	0.973119955
UniRef90_P00557..Hygromycin.B.4.O.kinase	species2	cat	-0.022772263	0.043508913	2657	33	0.600832328	0.899582833	dog	0.973119955
UniRef90_P00557..Hygromycin.B.4.O.kinase	species2	HMP1-II	-0.129098814	0.231240186	2657	33	0.584039426	0.899582833	dog	0.973119955
UniRef90_P00811..Beta.lactamase	species2	HMP1-II	-1.239077583	1.765561632	2657	568	0.492890012	1	cat	0.973119955
UniRef90_P00811..Beta.lactamase	species2	HMP1-II	-2.027983325	1.750666994	2657	568	0.264205572	0.899582833	dog	0.973119955
UniRef90_P02930..Outer.membrane.protein.TolC	species2	HMP1-II	-1.422060615	2.057734426	2657	808	0.499003239	1	cat	0.973119955
UniRef90_P02930..Outer.membrane.protein.TolC	species2	HMP1-II	-2.069501653	2.040988631	2657	808	0.325465251	0.899582833	dog	0.973119955
UniRef90_P02980..Tetracycline.resistance.protein..class.B	species2	HMP1-II	-0.39828019	1.262388506	2657	117	0.756089047	1	cat	0.973119955
UniRef90_P02980..Tetracycline.resistance.protein..class.B	species2	cat	-0.078696093	0.125742915	2657	117	0.531475128	0.899582833	dog	0.973119955
UniRef90_P02980..Tetracycline.resistance.protein..class.B	species2	HMP1-II	-0.476976282	1.259395181	2657	117	0.709448827	0.899582833	dog	0.973119955
UniRef90_P02981..Tetracycline.resistance.protein..class.C	species2	HMP1-II	-0.025867397	0.101813948	2657	10	0.802967999	1	cat	0.973119955
UniRef90_P02981..Tetracycline.resistance.protein..class.C	species2	cat	-0.011012542	0.025764445	2657	10	0.669341831	0.899582833	dog	0.973119955
UniRef90_P02981..Tetracycline.resistance.protein..class.C	species2	HMP1-II	-0.036879939	0.100280291	2657	10	0.71855693	0.899582833	dog	0.973119955
UniRef90_P02982..Tetracycline.resistance.protein..class.A	species2	HMP1-II	-0.741389439	1.868959971	2657	140	0.696442863	1	cat	0.973119955
UniRef90_P02982..Tetracycline.resistance.protein..class.A	species2	cat	-0.083388861	0.180255444	2657	140	0.643682865	0.899582833	dog	0.973119955
UniRef90_P02982..Tetracycline.resistance.protein..class.A	species2	HMP1-II	-0.824778293	1.864799543	2657	140	0.663798334	0.899582833	dog	0.973119955
UniRef90_P02983..Tetracycline.resistance.protein	species2	HMP1-II	-0.117653817	0.527812835	2657	4	0.826113155	1	cat	0.973119955
UniRef90_P02983..Tetracycline.resistance.protein	species2	HMP1-II	-0.118151844	0.527714528	2657	4	0.825359827	0.899582833	dog	0.973119955
UniRef90_P05058..Kanamycin.nucleotidyltransferase	species2	HMP1-II	-0.027181529	0.040804118	2657	24	0.523667623	0.899582833	dog	0.973119955
UniRef90_P05192..Beta.lactamase	species2	HMP1-II	-0.005871401	0.032323085	2657	7	0.861224497	1	cat	0.973119955
UniRef90_P05192..Beta.lactamase	species2	cat	-0.006204083	0.011788204	2657	7	0.600627178	0.899582833	dog	0.973119955
UniRef90_P05192..Beta.lactamase	species2	HMP1-II	-0.012075483	0.031258914	2657	7	0.712430961	0.899582833	dog	0.973119955
UniRef90_P05193..Beta.lactamase	species2	HMP1-II	-0.182967535	0.545401674	2657	82	0.741710052	1	cat	0.973119955
UniRef90_P05193..Beta.lactamase	species2	cat	-0.110499768	0.115352697	2657	82	0.338491625	0.899582833	dog	0.973119955
UniRef90_P05193..Beta.lactamase	species2	HMP1-II	-0.293467303	0.539699068	2657	82	0.59452096	0.899582833	dog	0.973119955
UniRef90_P05364..Beta.lactamase	species2	cat	-0.010755889	0.01952084	2657	6	0.582839863	0.899582833	dog	0.973119955
UniRef90_P06107..Lincosamide.resistance.protein	species2	HMP1-II	-1.991775206	2.017146669	2657	276	0.339613049	0.899582833	dog	0.973119955
UniRef90_P07641..Chloramphenicol.acetyltransferase	species2	cat	-0.023742378	0.021712781	2657	14	0.27950301	0.899582833	dog	0.973119955
UniRef90_P07641..Chloramphenicol.acetyltransferase	species2	HMP1-II	-0.026279042	0.030062908	2657	14	0.408340714	0.899582833	dog	0.973119955
UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV	species2	HMP1-II	-0.089815843	0.197725129	2657	29	0.655699187	1	cat	0.973119955
UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV	species2	cat	-0.025759407	0.042100232	2657	29	0.540866594	0.899582833	dog	0.973119955
UniRef90_P08988..Aminoglycoside.N.3..acetyltransferase.IV	species2	HMP1-II	-0.115575238	0.195629601	2657	29	0.563142286	0.899582833	dog	0.973119955
UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.010729478	0.045795893	2657	5	0.817889959	1	cat	0.973119955
UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase	species2	cat	-0.004799572	0.011836046	2657	5	0.685375904	0.899582833	dog	0.973119955
UniRef90_P09885..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	-0.01552905	0.045075313	2657	5	0.735432764	0.899582833	dog	0.973119955
UniRef90_P0A0C2..Bifunctional.AAC.APH	species2	HMP1-II	-0.795579459	2.755304786	2657	176	0.775793183	1	cat	0.973119955
UniRef90_P0A0C2..Bifunctional.AAC.APH	species2	cat	-0.137287868	0.105217384	2657	176	0.192073402	0.899582833	dog	0.973119955
UniRef90_P0A0C2..Bifunctional.AAC.APH	species2	HMP1-II	-0.932867326	2.754319798	2657	176	0.738429721	0.899582833	dog	0.973119955
UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.008306801	0.031762823	2657	4	0.801026446	1	cat	0.973119955
UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.009650714	0.011997496	2657	4	0.424379122	0.899582833	dog	0.973119955
UniRef90_P0A0D0..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.017957515	0.030631598	2657	4	0.577601632	0.899582833	dog	0.973119955
UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.00886611	0.038849087	2657	4	0.823778726	1	cat	0.973119955
UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase	species2	cat	-0.011030114	0.015044234	2657	4	0.465508082	0.899582833	dog	0.973119955
UniRef90_P0A0H1..rRNA.adenine.N.6.methyltransferase	species2	HMP1-II	-0.019896224	0.037385469	2657	4	0.606720896	0.899582833	dog	0.973119955
UniRef90_P0A1V9..Beta.lactamase.OXA.2	species2	HMP1-II	-0.064800193	0.208704395	2657	18	0.759659935	1	cat	0.973119955
UniRef90_P0A1V9..Beta.lactamase.OXA.2	species2	cat	-0.007614212	0.029446813	2657	18	0.795995519	0.899582833	dog	0.973119955
UniRef90_P0A1V9..Beta.lactamase.OXA.2	species2	HMP1-II	-0.072414405	0.207725745	2657	18	0.731387363	0.899582833	dog	0.973119955
UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III	species2	HMP1-II	-0.432418869	0.954243799	2657	72	0.65577355	1	cat	0.973119955
UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III	species2	cat	-0.040874111	0.089381928	2657	72	0.647498502	0.899582833	dog	0.973119955
UniRef90_P0A256..Aminoglycoside.N.3..acetyltransferase.III	species2	HMP1-II	-0.47329298	0.952237929	2657	72	0.625140923	0.899582833	dog	0.973119955
UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	1.263860807	2.291671639	2657	920	0.588091941	1	cat	0.973119955
UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase	species2	cat	0.089321572	0.362981988	2657	920	0.805660916	0.899582833	dog	0.973119955
UniRef90_P0A3Y5..Aminoglycoside.3.apos..phosphotransferase	species2	HMP1-II	1.353182303	2.278181552	2657	920	0.560099426	0.899582833	dog	0.973119955
UniRef90_P0A4K7..Tetracycline.resistance.protein	species2	HMP1-II	-0.625114557	2.402143602	2657	215	0.79800704	1	cat	0.973119955
UniRef90_P0A4K7..Tetracycline.resistance.protein	species2	HMP1-II	-1.641113848	2.39927607	2657	215	0.50381329	0.899582833	dog	0.973119955
UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein	species2	HMP1-II	-0.716794723	1.611725586	2657	89	0.661898756	1	cat	0.973119955
UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein	species2	cat	-0.029946894	0.124009847	2657	89	0.809196208	0.899582833	dog	0.973119955
UniRef90_P0AA22..Putative.ethidium.bromide.resistance.protein	species2	HMP1-II	-0.746741616	1.609422824	2657	89	0.648346353	0.899582833	dog	0.973119955
UniRef90_P0ABQ7..Dihydrofolate.reductase.type.8	species2	HMP1-II	0.009102468	0.041004197	2657	10	0.827706888	1	cat	0.973119955
UniRef90_P0ABQ7..Dihydrofolate.reductase.type.8	species2	HMP1-II	-0.022743927	0.038770474	2657	10	0.568941772	0.899582833	dog	0.973119955
UniRef90_P0AC11..Dihydropteroate.synthase.type.2	species2	HMP1-II	1.339708718	2.235446737	2657	439	0.556231089	1	cat	0.973119955
UniRef90_P0AC11..Dihydropteroate.synthase.type.2	species2	HMP1-II	-1.077077621	2.226792209	2657	439	0.634354966	0.899582833	dog	0.973119955
UniRef90_P0ACH6..Multiple.antibiotic.resistance.protein.MarA	species2	HMP1-II	-1.072952384	1.791633031	2657	472	0.55749134	1	cat	0.973119955
UniRef90_P0ACH6..Multiple.antibiotic.resistance.protein.MarA	species2	HMP1-II	-1.617138905	1.777772378	2657	472	0.376623467	0.899582833	dog	0.973119955
UniRef90_P0ACK0..cAMP.activated.global.transcriptional.regulator.CRP	species2	HMP1-II	-1.577635202	2.175345739	2657	698	0.478360293	1	cat	0.973119955
UniRef90_P0ACK0..cAMP.activated.global.transcriptional.regulator.CRP	species2	HMP1-II	-2.108696861	2.159310991	2657	698	0.343100677	0.899582833	dog	0.973119955
UniRef90_P0ACS1..Transcriptional.repressor.MprA	species2	HMP1-II	-1.363917031	1.809029098	2657	632	0.461240862	1	cat	0.973119955
UniRef90_P0ACS1..Transcriptional.repressor.MprA	species2	HMP1-II	-1.799259057	1.796605821	2657	632	0.331043182	0.899582833	dog	0.973119955
UniRef90_P0ACT3..Probable.acrEF.envCD.operon.repressor	species2	HMP1-II	-1.132799295	1.933875796	2657	595	0.565728281	1	cat	0.973119955
UniRef90_P0ACT3..Probable.acrEF.envCD.operon.repressor	species2	HMP1-II	-1.865852115	1.919907445	2657	595	0.345099842	0.899582833	dog	0.973119955
UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA	species2	HMP1-II	-1.327143071	2.09009395	2657	584	0.533833546	1	cat	0.973119955
UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA	species2	cat	-0.434933507	0.327737049	2657	584	0.184713031	0.888381721	dog	0.973119955
UniRef90_P0ACZ6..DNA.binding.transcriptional.activator.EvgA	species2	HMP1-II	-1.76207658	2.078033835	2657	584	0.408389722	0.899582833	dog	0.973119955
UniRef90_P0AD63..Beta.lactamase.SHV.1	species2	cat	-0.049175986	0.044467899	2657	21	0.272843656	0.899582833	dog	0.973119955
UniRef90_P0AD63..Beta.lactamase.SHV.1	species2	HMP1-II	-0.058055248	0.110650281	2657	21	0.615090059	0.899582833	dog	0.973119955
UniRef90_P0AE04..2.apos..apos..aminoglycoside.nucleotidyltransferase	species2	HMP1-II	-0.086913041	0.549834421	2657	115	0.876305294	1	cat	0.973119955
UniRef90_P0AE04..2.apos..apos..aminoglycoside.nucleotidyltransferase	species2	HMP1-II	-0.506676247	0.545122456	2657	115	0.36634608	0.899582833	dog	0.973119955
UniRef90_P0AE07..Multidrug.efflux.pump.subunit.AcrA	species2	HMP1-II	-1.212648523	1.849790757	2657	675	0.521227235	1	cat	0.973119955
UniRef90_P0AE07..Multidrug.efflux.pump.subunit.AcrA	species2	HMP1-II	-1.892628966	1.836157909	2657	675	0.318054906	0.899582833	dog	0.973119955
UniRef90_P0AE84..Sensor.protein.CpxA	species2	HMP1-II	-1.545437712	2.200803333	2657	835	0.492063311	1	cat	0.973119955
UniRef90_P0AE84..Sensor.protein.CpxA	species2	cat	-0.521280835	0.394304821	2657	835	0.186472689	0.889783069	dog	0.973119955
UniRef90_P0AE84..Sensor.protein.CpxA	species2	HMP1-II	-2.066718552	2.184280084	2657	835	0.35768473	0.899582833	dog	0.973119955
UniRef90_P0AEJ1..Multidrug.export.protein.EmrB	species2	HMP1-II	-1.300257153	1.772073038	2657	717	0.473293324	1	cat	0.973119955
UniRef90_P0AEJ1..Multidrug.export.protein.EmrB	species2	cat	-0.407630967	0.341575011	2657	717	0.233075012	0.899582833	dog	0.973119955
UniRef90_P0AEJ1..Multidrug.export.protein.EmrB	species2	HMP1-II	-1.707888121	1.756687129	2657	717	0.345253972	0.899582833	dog	0.973119955
UniRef90_P0AEZ0..Multidrug.transporter.MdfA	species2	HMP1-II	-1.473393433	2.163926038	2657	667	0.505191444	1	cat	0.973119955
UniRef90_P0AEZ0..Multidrug.transporter.MdfA	species2	HMP1-II	-2.062054933	2.149710007	2657	667	0.351324031	0.899582833	dog	0.973119955
UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.325392993	0.892769059	2657	60	0.721275484	1	cat	0.973119955
UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.021015034	0.085018709	2657	60	0.804789873	0.899582833	dog	0.973119955
UniRef90_P0AG05..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.34640803	0.890830591	2657	60	0.703631478	0.899582833	dog	0.973119955
UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.320245897	0.89308215	2657	53	0.72569135	1	cat	0.973119955
UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase	species2	cat	-0.023318424	0.089587776	2657	53	0.794667455	0.899582833	dog	0.973119955
UniRef90_P0AG06..Streptomycin.3.apos..apos..adenylyltransferase	species2	HMP1-II	-0.343564322	0.890935031	2657	53	0.706101416	0.899582833	dog	0.973119955
UniRef90_P0AGC9..Quaternary.ammonium.compound.resistance.protein.QacE	species2	HMP1-II	-0.829590024	1.623847809	2657	84	0.615696886	1	cat	0.973119955
