feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Collinsella_SGB59878_SGB59878	housing	Household	-0.665137337	0.953057963	2055	388	0.498067047	0.590943699
Terrisporobacter_othiniensis_SGB6142	housing	Household	0.197590204	0.281344069	2055	183	0.497770166	0.590943699
Proteobacteria_SGB9284	housing	Household	1.359034704	1.971605518	2055	739	0.50385148	0.594409872
Clostridia_bacterium_SGB5191	housing	Household	-0.299318192	0.432000632	2055	172	0.503342276	0.594409872
Clostridium_sp_1001270H_150608_G6_SGB5111	housing	Household	-0.021964397	0.031246897	2055	3	0.510375457	0.59786243
Desulfovibrionaceae_SGB15460	housing	Household	-0.005001356	0.007209116	2055	2	0.510471429	0.59786243
Oscillospiraceae_SGB105839	housing	Household	-0.703692865	1.039861293	2055	180	0.510653972	0.59786243
Faecalicoccus_SGB6321_SGB6321	housing	Household	0.130645549	0.190822743	2055	32	0.508108303	0.59786243
Bacteroides_uniformis_SGB1836	housing	Household	0.79516009	1.180384044	2055	284	0.5131778	0.598769242
Helicobacter_bilis_SGB19390	housing	Household	0.626092863	0.930680185	2055	253	0.513369415	0.598769242
Ruthenibacterium_lactatiformans_SGB15271	housing	Household	0.150829229	0.22526008	2055	63	0.517100711	0.600849602
Tenericutes_SGB66722	housing	Household	-1.190324495	1.784437794	2055	194	0.516841327	0.600849602
Tessaracoccus_sp_OH4464_COT_324_SGB35144	housing	Household	0.069483749	0.104845504	2055	56	0.520164631	0.603273642
Paraprevotella_xylaniphila_SGB1797	housing	Household	-0.945910235	1.435047071	2055	113	0.521229935	0.603374991
Ruminococcus_bicirculans_SGB4262	housing	Household	-0.003302595	0.004995576	2055	2	0.532176971	0.614893617
Campylobacter_helveticus_SGB19438	housing	Household	0.014283727	0.023403373	2055	7	0.541712307	0.624741109
Blautia_caecimuris_SGB4862	housing	Household	-1.059581985	1.682379074	2055	1627	0.544796113	0.627125376
Firmicutes_SGB47582	housing	Household	0.030564499	0.046332788	2055	31	0.54922128	0.631041955
Ligilactobacillus_salivarius_SGB7082	housing	Household	-0.324920788	0.533656682	2055	64	0.552715788	0.633876657
Alistipes_indistinctus_SGB2325	housing	Household	-0.19913546	0.329792292	2055	20	0.555969063	0.636424698
Candidatus_Arthromitus_sp_SFB_turkey_SGB8528	housing	Household	-0.349544656	0.585636392	2055	120	0.560663912	0.640610433
Ruminococcus_torques_SGB4608	housing	Household	0.132876692	0.221274599	2055	86	0.56244865	0.641461769
Eubacterium_ramulus_SGB4959	housing	Household	0.00217129	0.003777693	2055	2	0.565512413	0.643765976
Firmicutes_SGB47663	housing	Household	-0.033706604	0.057005654	2055	8	0.570291793	0.648011116
Streptococcus_SGB4454_SGB4454	housing	Household	0.075864718	0.129946995	2055	55	0.57417946	0.651229277
Streptococcus_lutetiensis_SGB8021	housing	Household	-0.878766882	1.552587744	2055	924	0.583340737	0.660405936
Alistipes_communis_SGB2290	housing	Household	0.030199591	0.053594867	2055	11	0.589941546	0.666655556
Lactococcus_lactis_SGB7985	housing	Household	-0.730070882	1.350169513	2055	54	0.602599563	0.679068015
Clostridiales_bacterium_SGB15158	housing	Household	0.125864065	0.233474811	2055	69	0.60312686	0.679068015
Lachnospiraceae_SGB71360	housing	Household	-0.299201976	0.5648975	2055	107	0.606334126	0.681435621
Mediterraneibacter_massiliensis_SGB4595	housing	Household	-0.105153006	0.202501752	2055	27	0.612667136	0.686386246
Parabacteroides_SGB104879_SGB104879	housing	Household	-0.22456855	0.433299265	2055	26	0.612964054	0.686386246
Alistipes_shahii_SGB2295	housing	Household	-0.279673603	0.549232706	2055	40	0.618816922	0.691684857
Bacteroides_eggerthii_SGB1829	housing	Household	-0.12312187	0.24724003	2055	16	0.627555871	0.699791595
Leucobacter_sp_OH1287_SGB33648	housing	Household	-0.203762092	0.410198884	2055	195	0.628337996	0.699791595
Firmicutes_SGB4450	housing	Household	-0.574555939	1.163564557	2055	525	0.630464999	0.700895323
Firmicutes_SGB4746	housing	Household	-0.521076892	1.067608072	2055	1325	0.634681307	0.704313608
Collinsella_SGB4866_SGB4866	housing	Household	0.025581981	0.053037338	2055	18	0.645172906	0.714670885
Anaerostipes_hadrus_SGB4540_group	housing	Household	-0.333063679	0.710207354	2055	182	0.646513799	0.714872785
Enterococcus_faecium_SGB7967	housing	Household	-0.835465409	1.758117955	2055	157	0.650357494	0.717836446
Butyricimonas_virosa_SGB1784	housing	Household	-0.005799729	0.012035876	2055	5	0.654268642	0.720863843
Enterococcus_faecalis_SGB7962	housing	Household	0.634128798	1.384493146	2055	106	0.660693879	0.726645496
Succinivibrionaceae_SGB66357	housing	Household	-0.390338383	0.904612578	2055	388	0.673317684	0.739211764
Bacteroides_intestinalis_SGB1846	housing	Household	0.003825457	0.009246018	2055	5	0.679106988	0.741820217
Firmicutes_SGB66596	housing	Household	-0.284791823	0.673221955	2055	184	0.679300523	0.741820217
Peptococcaceae_SGB66515	housing	Household	-0.647935544	1.525023656	2055	464	0.677912034	0.741820217
Parasutterella_excrementihominis_SGB9262	housing	Household	0.07830661	0.184651389	2055	33	0.6820095	0.743462653
Schaalia_canis_SGB33774	housing	Household	0.228486287	0.547789751	2055	295	0.684228576	0.744566193
Firmicutes_SGB5751	housing	Household	0.14033311	0.338173526	2055	168	0.688999914	0.748438287
Proteobacteria_SGB107062	housing	Household	-0.562841059	1.394614169	2055	214	0.69315849	0.751632317
Corynebacterium_mustelae_SGB17028	housing	Household	-0.061730932	0.162581018	2055	100	0.712295941	0.771029115
Firmicutes_SGB14966	housing	Household	-0.016425537	0.043239459	2055	10	0.714837229	0.772424816
Streptococcus_parauberis_SGB8228	housing	Household	-0.146126474	0.403279172	2055	133	0.72274253	0.779601645
Firmicutes_SGB106379	housing	Household	-0.331347013	0.944018223	2055	211	0.731656562	0.787839614
Fusobacteria_SGB6036_group	housing	Household	-0.654102514	1.869054967	2055	1481	0.733154159	0.788076857
Clostridium_sp_NSJ_6_SGB29097	housing	Household	0.087273939	0.256656447	2055	101	0.740500585	0.791745667
Helicobacter_cinaedi_SGB44267_group	housing	Household	-0.182020855	0.540766799	2055	101	0.741700155	0.791745667
Massilioclostridium_coli_SGB29305	housing	Household	-0.046265547	0.137070403	2055	23	0.741524742	0.791745667
Romboutsia_hominis_SGB24890	housing	Household	0.141621972	0.415135129	2055	53	0.738628709	0.791745667
Enterococcus_faecium_SGB7968	housing	Household	-0.627502113	1.870645497	2055	116	0.744377318	0.793231098
Anaerofilum_SGB105702_SGB105702	housing	Household	-0.217806995	0.656740565	2055	65	0.746050675	0.793643563
Bacteroides_salyersiae_SGB1857	housing	Household	0.00673825	0.020423631	2055	3	0.751053056	0.797589907
Clostridium_leptum_SGB14853	housing	Household	-0.044369099	0.137335705	2055	16	0.753104534	0.798394325
Weissella_cibaria_SGB7114	housing	Household	-0.031333309	0.097840644	2055	25	0.755236524	0.799094854
Dysosmobacter_welbionis_SGB15078	housing	Household	0.079149165	0.248743828	2055	34	0.756355583	0.799094854
Ligilactobacillus_agilis_SGB7081	housing	Household	-0.142991246	0.485432932	2055	37	0.773180748	0.815474395
Phocaeicola_coprocola_SGB1891	housing	Household	-0.594151177	2.055793555	2055	1245	0.777102404	0.818211917
Blautia_hansenii_SGB4794	housing	Household	0.367303333	1.277165892	2055	1906	0.779478941	0.819316025
Proteobacteria_SGB104937	housing	Household	-0.172249607	0.623284518	2055	127	0.786734307	0.825535829
Clostridium_perfringens_SGB6191	housing	Household	-0.338312351	1.306208835	2055	514	0.800432639	0.837062608
Parabacteroides_merdae_SGB1949	housing	Household	-0.246967743	0.953150937	2055	272	0.800234615	0.837062608
Arachnia_propionica_SGB35139	housing	Household	-0.093386283	0.365416223	2055	115	0.802407701	0.837708209
Turicibacteraceae_SGB106350	housing	Household	-0.110898052	0.449539172	2055	161	0.809239859	0.84341384
Faecalimonas_umbilicata_SGB4583	housing	Household	0.254742031	1.204311186	2055	1907	0.836647812	0.869043266
Coprococcus_SGB106020_SGB106020	housing	Household	0.016637114	0.077099993	2055	33	0.836560707	0.869043266
Bacteroides_finegoldii_SGB1862	housing	Household	0.093059435	0.500755593	2055	116	0.856520931	0.883734807
Enterococcus_casseliflavus_SGB7952	housing	Household	-0.204446282	1.070876631	2055	37	0.852919206	0.883734807
Massiliimalia_timonensis_SGB7253	housing	Household	-0.024855674	0.13357449	2055	22	0.855282257	0.883734807
Clostridiaceae_SGB106397	housing	Household	-0.008417153	0.044903914	2055	6	0.854815418	0.883734807
Fusobacteriaceae_SGB47247	housing	Household	-0.470028364	2.652313696	2055	819	0.862321269	0.888234095
Candidatus_Catenibacterium_tridentinum_SGB6783	housing	Household	-0.314892979	1.979500536	2055	1011	0.876153595	0.900977946
Streptococcus_gallolyticus_SGB97147	housing	Household	0.136183193	0.892076166	2055	157	0.880976835	0.902928085
Collinsella_SGB4121_SGB4121	housing	Household	0.024493834	0.158126184	2055	29	0.879592436	0.902928085
Lawsonibacter_asaccharolyticus_SGB15154	housing	Household	-0.012574549	0.094866776	2055	16	0.896839322	0.917661462
Firmicutes_SGB6320	housing	Household	0.024864347	0.205063041	2055	39	0.905421952	0.924909511
Lactobacillaceae_SGB58484	housing	Household	0.010602382	0.091283518	2055	13	0.909462333	0.927501255
Collinsella_aerofaciens_SGB14535_group	housing	Household	-0.081103341	0.737198735	2055	261	0.914174108	0.930768027
Bittarella_massiliensis_SGB7263	housing	Household	0.000155783	0.001705618	2055	2	0.927235032	0.942510733
Clostridium_cuniculi_SGB29095	housing	Household	-0.000314138	0.004742402	2055	3	0.947192901	0.961213849
Bacteroides_xylanisolvens_SGB1867	housing	Household	0.031132283	0.475490389	2055	85	0.948837279	0.96130148
Phocaeicola_plebeius_SGB1899	housing	Household	-0.098194673	2.081961176	2055	1072	0.963101516	0.973522188
Firmicutes_SGB105302	housing	Household	-0.050615465	1.101100094	2055	610	0.964055197	0.973522188
Enterobacter_roggenkampii_SGB10139	housing	Household	0.000404742	0.010464855	2055	3	0.969152193	0.975476188
Canibacter_oris_SGB33649	housing	Household	0.007573861	0.186251398	2055	99	0.968411358	0.975476188
Cutibacterium_acnes_SGB16955	housing	Household	0.003307832	0.088766258	2055	13	0.97086219	0.975605817
Firmicutes_SGB6353	housing	Household	0.018616046	0.992729539	2055	248	0.985317982	0.988522268
Anaerobutyricum_hallii_SGB4532	housing	Household	0.000116586	0.022023949	2055	7	0.99598708	0.99598708
Schaalia_sp_Marseille_Q2122_SGB86829	housing	Household	-0.00022087	0.040680337	2055	18	0.995776027	0.99598708
