"","feature","metadata","value","coef","stderr","N","N.not.0","pval","qval","reference","fdr.pval"
"307","UniRef90_A5H8A5..Fluoroquinolone.efflux.MFS.transporter.QepA1","species","human",-0.0349596675232724,0.150508200150511,2874,16,0.818815067013202,0.889964893625043,"dog",0.967292784083698
"308","UniRef90_A6NA50..QnrB6","species","dog",0.0211091859111388,0.054129575858701,2874,23,0.697796600978561,0.999999999999965,"cat",0.967292784083698
"309","UniRef90_A6NA50..QnrB6","species","human",-0.0604352274876439,0.256851357524103,2874,23,0.842382794100399,0.999999999999965,"cat",0.967292784083698
"310","UniRef90_A6NA50..QnrB6","species","human",-0.0815444182655886,0.254011552792123,2874,23,0.788949279423368,0.889964893625043,"dog",0.967292784083698
"311","UniRef90_A6T8S5..Spermidine.export.protein.MdtJ","species","dog",0.0484357276389634,0.0515239046915507,2874,27,0.349844587646238,0.999999999999965,"cat",0.967292784083698
"312","UniRef90_A6T8S5..Spermidine.export.protein.MdtJ","species","human",-0.0677987823161996,0.154556234236559,2874,27,0.674137453342431,0.889964893625043,"dog",0.967292784083698
"313","UniRef90_A6T8S6..Spermidine.export.protein.MdtI","species","dog",0.0514044334748497,0.0383938232926822,2874,22,0.185961245340285,0.925206427376382,"cat",0.967292784083698
"314","UniRef90_A6T8S6..Spermidine.export.protein.MdtI","species","human",-0.0533214184701275,0.0554562066769308,2874,22,0.362571113741072,0.889964893625043,"dog",0.967292784083698
"315","UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase","species","dog",0.0720091767827608,0.0826756295901554,2874,46,0.384185181433461,0.999999999999965,"cat",0.967292784083698
"316","UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase","species","human",-0.0740399749479002,0.373203587742468,2874,46,0.845332830803745,0.999999999999965,"cat",0.967292784083698
"317","UniRef90_A6TF96..Undecaprenyl.phosphate.alpha.4.amino.4.deoxy.L.arabinose.arabinosyl.transferase","species","human",-0.146049151771394,0.368635217227763,2874,46,0.697626232582608,0.889964893625043,"dog",0.967292784083698
"318","UniRef90_A7ZKF6..Multidrug.resistance.protein.MdtG","species","human",-1.25771375350497,1.88240209383993,2874,794,0.512715366881663,0.999999999999965,"cat",0.967292784083698
"319","UniRef90_A7ZKF6..Multidrug.resistance.protein.MdtG","species","human",-2.1196186507297,1.86603863059109,2874,794,0.271709151861658,0.889964893625043,"dog",0.967292784083698
"320","UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC","species","dog",0.212198102227678,0.188122400614154,2874,226,0.259518512145752,0.999999999999965,"cat",0.967292784083698
"321","UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC","species","human",-0.652718873700801,1.23256876467134,2874,226,0.603019979539317,0.999999999999965,"cat",0.967292784083698
"322","UniRef90_A8AEE5..Multidrug.resistance.protein.MdtC","species","human",-0.864916975940903,1.22542813979364,2874,226,0.489719886135127,0.889964893625043,"dog",0.967292784083698
"323","UniRef90_A8SPZ5..StrA","species","human",0.273723676421051,0.946672409791442,2874,265,0.775621546420091,0.999999999999965,"cat",0.967292784083698
"324","UniRef90_A8SPZ5..StrA","species","human",-0.636203953639975,0.937021304745297,2874,265,0.50568925792965,0.889964893625043,"dog",0.967292784083698
"325","UniRef90_A9QXC4..AAC.6.apos...Ib.cr..Fragment.","species","dog",0.025541411219987,0.0343466940003915,2874,11,0.460885391879959,0.999999999999965,"cat",0.967292784083698
"326","UniRef90_A9QXC4..AAC.6.apos...Ib.cr..Fragment.","species","human",-0.0266374212091915,0.0717689069579773,2874,11,0.721907719815942,0.889964893625043,"dog",0.967292784083698
"327","UniRef90_B0B4B3..Mosaic.tetracycline.resistance.protein","species","human",-0.127763820552622,0.54248422095822,2874,148,0.816883911570714,0.999999999999965,"cat",0.967292784083698
"328","UniRef90_B0B4B3..Mosaic.tetracycline.resistance.protein","species","human",-0.433542833478504,0.525484929022296,2874,148,0.423072104527762,0.889964893625043,"dog",0.967292784083698
"329","UniRef90_B1Q1F1..Beta.lactamase","species","dog",0.0086942672409304,0.0167302159758759,2874,8,0.604087088902864,0.999999999999965,"cat",0.967292784083698
"330","UniRef90_B1Q1F1..Beta.lactamase","species","human",-0.00889738720789041,0.0474653111885223,2874,8,0.853626019060761,0.999999999999965,"cat",0.967292784083698
"331","UniRef90_B1Q1F1..Beta.lactamase","species","human",-0.0175916544366577,0.0458986054875116,2874,8,0.706998226704979,0.889964893625043,"dog",0.967292784083698
"332","UniRef90_B2RI48..Lipid.A.4.apos..phosphatase","species","dog",0.0154258673897032,0.0253062541782143,2874,11,0.543096181541585,0.999999999999965,"cat",0.967292784083698
"333","UniRef90_B2RI48..Lipid.A.4.apos..phosphatase","species","human",-0.0170034813108557,0.0349704325396866,2874,11,0.631435323740061,0.889964893625043,"dog",0.967292784083698
"334","UniRef90_B3U538..Beta.lactamase.OXA.133","species","dog",0.0129469752931113,0.0200064296432182,2874,11,0.518727318710469,0.999999999999965,"cat",0.967292784083698
"335","UniRef90_B3U538..Beta.lactamase.OXA.133","species","human",-0.0132942840519801,0.0568320550735015,2874,11,0.818438765282507,0.999999999999965,"cat",0.967292784083698
"336","UniRef90_B3U538..Beta.lactamase.OXA.133","species","human",-0.026241259330869,0.0549615064950117,2874,11,0.641192964884743,0.889964893625043,"dog",0.967292784083698
"337","UniRef90_B4EW87..Tetracycline.resistance.protein..MFS.family.transporter.","species","dog",0.0179006435354191,0.0192320965392721,2874,12,0.356080498493824,0.999999999999965,"cat",0.967292784083698
"338","UniRef90_B4EW87..Tetracycline.resistance.protein..MFS.family.transporter.","species","human",-0.00652006020712408,0.0387524459530639,2874,12,0.869581221880406,0.999999999999965,"cat",0.967292784083698
"339","UniRef90_B4EW87..Tetracycline.resistance.protein..MFS.family.transporter.","species","human",-0.0244207123565516,0.0358894961168825,2874,12,0.514283362230872,0.889964893625043,"dog",0.967292784083698
"340","UniRef90_B5M690..Plasmid.mediated.quinolone.resistance.protein","species","dog",0.0170959313400496,0.076496386842684,2874,77,0.823176082727818,0.999999999999965,"cat",0.967292784083698
"341","UniRef90_B5M690..Plasmid.mediated.quinolone.resistance.protein","species","human",-0.267700563603224,0.725838126778248,2874,77,0.716994772314866,0.999999999999965,"cat",0.967292784083698
"342","UniRef90_B5M690..Plasmid.mediated.quinolone.resistance.protein","species","human",-0.284796494948027,0.72381260913865,2874,77,0.699108418687901,0.889964893625043,"dog",0.967292784083698
"343","UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase","species","dog",0.267615872483755,0.227336091824953,2874,465,0.239362946011723,0.999999999999965,"cat",0.967292784083698
"344","UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase","species","human",-0.921911286885944,1.35526129154682,2874,465,0.505078517922341,0.999999999999965,"cat",0.967292784083698
"345","UniRef90_B7LM77..Undecaprenyl.phosphate.4.deoxy.4.formamido.L.arabinose.transferase","species","human",-1.18952715853651,1.34578957951132,2874,465,0.388803503880699,0.889964893625043,"dog",0.967292784083698
"346","UniRef90_B7NL69..Multidrug.resistance.protein.MdtH","species","dog",0.397790201395514,0.315076364686524,2874,659,0.207061149380868,0.993246450936349,"cat",0.967292784083698
"347","UniRef90_B7NL69..Multidrug.resistance.protein.MdtH","species","human",-1.10456345998,1.74385265866912,2874,659,0.534393438646058,0.999999999999965,"cat",0.967292784083698
"348","UniRef90_B7NL69..Multidrug.resistance.protein.MdtH","species","human",-1.50235366136657,1.72971641894391,2874,659,0.39679018302401,0.889964893625043,"dog",0.967292784083698
"349","UniRef90_B7TCK2..Bacilysin.exporter.BacE","species","dog",0.0153270097489279,0.0813569657274094,2874,59,0.85058342504678,0.999999999999965,"cat",0.967292784083698
"350","UniRef90_B7TCK2..Bacilysin.exporter.BacE","species","human",-0.385404367747059,0.983422750115638,2874,59,0.699812219399763,0.999999999999965,"cat",0.967292784083698
"351","UniRef90_B7TCK2..Bacilysin.exporter.BacE","species","human",-0.400731378244136,0.981719198566781,2874,59,0.688062119429554,0.889964893625043,"dog",0.967292784083698
"352","UniRef90_B7UY29..Translational.regulator.CsrA","species","dog",0.0139242033286778,0.0142503253889607,2874,7,0.342653615717885,0.999999999999965,"cat",0.967292784083698
"353","UniRef90_B7UY29..Translational.regulator.CsrA","species","human",-0.0146885828875281,0.0185167652203698,2874,7,0.492607436112351,0.889964893625043,"dog",0.967292784083698
"354","UniRef90_B8L7N1..Acriflavin.resistance.protein","species","dog",0.00459575441015814,0.0169460597793226,2874,10,0.786357409003912,0.999999999999965,"cat",0.967292784083698
"355","UniRef90_B8L7N1..Acriflavin.resistance.protein","species","human",-0.0122852194919313,0.0709011427297351,2874,10,0.86428807308687,0.999999999999965,"cat",0.967292784083698
"356","UniRef90_B8L7N1..Acriflavin.resistance.protein","species","human",-0.016880973896343,0.0698865090269529,2874,10,0.811871337712398,0.889964893625043,"dog",0.967292784083698
"357","UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance","species","dog",0.0107057320837654,0.0231471515145734,2874,11,0.644184567830185,0.999999999999965,"cat",0.967292784083698
"358","UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance","species","human",-0.0159223429178144,0.0758859967744296,2874,11,0.836305746275362,0.999999999999965,"cat",0.967292784083698
"359","UniRef90_B8L8V4..Outer.membrane.transport.protein.involved.toxic.tolerance","species","human",-0.026628075352087,0.0740664015782768,2874,11,0.723987184829985,0.889964893625043,"dog",0.967292784083698
"360","UniRef90_B8QUG9..Tet.32.","species","human",-1.02632292507995,1.92951705632115,2874,2213,0.601691329375626,0.889964893625043,"dog",0.967292784083698
"361","UniRef90_B9VUW1..QnrD","species","human",-0.164421399593815,0.744813934082666,2874,5,0.827594437053367,0.999999999999965,"cat",0.967292784083698
"362","UniRef90_B9VUW1..QnrD","species","human",-0.165520313466965,0.744584593037398,2874,5,0.826412165312797,0.889964893625043,"dog",0.967292784083698
"363","UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase","species","dog",0.0243903629449084,0.034976049398976,2874,26,0.486830181895041,0.999999999999965,"cat",0.967292784083698
"364","UniRef90_C4NV15..Aminoglycoside.N.3..acetyltransferase","species","human",-0.0239978577011606,0.0901446979214496,2874,26,0.793720767689389,0.889964893625043,"dog",0.967292784083698
"365","UniRef90_C9WIW3..Lincosamide.nucleotidyltransferase","species","human",-1.25916359087256,2.71685803950055,2874,1235,0.64866324976567,0.999999999999965,"cat",0.967292784083698
"366","UniRef90_D1LU77..Beta.lactamase..Fragment.","species","human",0.00699883080317182,0.037594576024132,2874,12,0.854787246838644,0.999999999999965,"cat",0.967292784083698
"367","UniRef90_D1LU77..Beta.lactamase..Fragment.","species","human",-0.0333564793144597,0.0326557721291517,2874,12,0.331160203929403,0.889964893625043,"dog",0.967292784083698
"368","UniRef90_D2J684..Beta.lactamase","species","human",-0.0120255358589814,0.0325852298204355,2874,5,0.718087154288753,0.999999999999965,"cat",0.967292784083698
"369","UniRef90_D2J684..Beta.lactamase","species","human",-0.0129520690919061,0.0308087692728948,2874,5,0.68227507366903,0.889964893625043,"dog",0.967292784083698
"370","UniRef90_D4JSJ5..Small.GTP.binding.protein.domain","species","dog",-0.0632625744564809,0.116026736458626,2874,161,0.586468888298115,0.999999999999965,"cat",0.967292784083698
"371","UniRef90_D6PYN7..DfrA14..Fragment.","species","dog",0.012278616259993,0.0269170756544816,2874,21,0.648631941831279,0.999999999999965,"cat",0.967292784083698
"372","UniRef90_D6PYN7..DfrA14..Fragment.","species","human",-0.021675252672558,0.0945735957206909,2874,21,0.821300312483238,0.999999999999965,"cat",0.967292784083698
"373","UniRef90_D6PYN7..DfrA14..Fragment.","species","human",-0.033953868947744,0.0926202207090309,2874,21,0.718478769954995,0.889964893625043,"dog",0.967292784083698
"374","UniRef90_D7RVH1..MFS.transporter","species","dog",0.0367240764424124,0.0823222518399938,2874,74,0.655598203982653,0.999999999999965,"cat",0.967292784083698
"375","UniRef90_D7RVH1..MFS.transporter","species","human",-0.188407524434719,0.543452338259278,2874,74,0.733851831643845,0.999999999999965,"cat",0.967292784083698
"376","UniRef90_D7RVH1..MFS.transporter","species","human",-0.225131607738383,0.54035072729908,2874,74,0.683226807909549,0.889964893625043,"dog",0.967292784083698
"377","UniRef90_D7UQM0..FosA3","species","dog",0.00321049698557256,0.00978486461635956,2874,5,0.743132624423642,0.999999999999965,"cat",0.967292784083698
"378","UniRef90_D7UQM0..FosA3","species","human",-0.00489611007523308,0.0324019133840827,2874,5,0.881627042639271,0.999999999999965,"cat",0.967292784083698
"379","UniRef90_D7UQM0..FosA3","species","human",-0.00810660674224045,0.0316416926386905,2874,5,0.801024444436674,0.889964893625043,"dog",0.967292784083698
"380","UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase","species","dog",0.0250711523291148,0.0361633416709353,2874,15,0.490072011161109,0.999999999999965,"cat",0.967292784083698
"381","UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase","species","human",-0.023916336357534,0.0999555303995311,2874,15,0.815846377684397,0.999999999999965,"cat",0.967292784083698
"382","UniRef90_E3PYR1..Aminoglycoside.N.6.apos...acetyltransferase","species","human",-0.04898748602597,0.0964557893169626,2874,15,0.624051937193623,0.889964893625043,"dog",0.967292784083698
"383","UniRef90_E7SA67..ABC.transporter..ATP.binding.protein","species","dog",0.00537769923020312,0.0198523800929057,2874,16,0.786499449002921,0.999999999999965,"cat",0.967292784083698
"384","UniRef90_E9FPR1..ABC.transporter..ATP.binding.protein","species","dog",0.00914355530105334,0.0200126853041351,2874,18,0.647786131563611,0.999999999999965,"cat",0.967292784083698
"385","UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase","species","dog",0.0525084647992233,0.129198305195695,2874,144,0.6844834821159,0.999999999999965,"cat",0.967292784083698
"386","UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.51926402710295,0.983011124713506,2874,144,0.604270951284059,0.999999999999965,"cat",0.967292784083698
"387","UniRef90_E9LLI5..Streptomycin.3.apos..apos..adenylyltransferase","species","human",-0.571772491655396,0.978773196122514,2874,144,0.567022180644006,0.889964893625043,"dog",0.967292784083698
"388","UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase","species","dog",0.011191197916088,0.0218929105172041,2874,8,0.609995351598451,0.999999999999965,"cat",0.967292784083698
"389","UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase","species","human",-0.0117621898456153,0.0627366984187713,2874,8,0.853617578292075,0.999999999999965,"cat",0.967292784083698
"390","UniRef90_F1CNJ5..Macrolide.2.apos..phosphotransferase","species","human",-0.022953387770963,0.0607119711878921,2874,8,0.710808621750848,0.889964893625043,"dog",0.967292784083698
"391","UniRef90_F3ZU25..Small.GTP.binding.protein","species","dog",-0.0052975169760237,0.0105687017914017,2874,6,0.616264057970084,0.999999999999965,"cat",0.967292784083698
"392","UniRef90_F3ZU25..Small.GTP.binding.protein","species","human",-0.020086218869336,0.0740180872705347,2874,6,0.789030671059875,0.999999999999965,"cat",0.967292784083698
"393","UniRef90_F3ZU25..Small.GTP.binding.protein","species","human",-0.0147887017850147,0.0736422709755903,2874,6,0.84301233236271,0.89243557644624,"dog",0.967292784083698
"394","UniRef90_F4LXH4..ABC.transporter.related.protein","species","human",-0.25500063936239,1.11621129893466,2874,150,0.822179306439037,0.999999999999965,"cat",0.967292784083698
"395","UniRef90_F4LXH4..ABC.transporter.related.protein","species","human",-0.659804830840354,1.1126757116535,2874,150,0.561546908902341,0.889964893625043,"dog",0.967292784083698
"396","UniRef90_F8UVJ0..Ble","species","dog",0.00424084113032598,0.00739071669490579,2874,5,0.5674248820067,0.999999999999965,"cat",0.967292784083698
"397","UniRef90_F8UVJ0..Ble","species","human",-0.00295081581759722,0.0182505267208942,2874,5,0.873789756918056,0.999999999999965,"cat",0.967292784083698
"398","UniRef90_F8UVJ0..Ble","species","human",-0.00719165694601498,0.0174223778301201,2874,5,0.686659278910935,0.889964893625043,"dog",0.967292784083698
"399","UniRef90_F9VD30..ABC.transporter.ATP.binding.component","species","dog",0.0235921441790682,0.0357387239961364,2874,10,0.51090944431792,0.999999999999965,"cat",0.967292784083698
"400","UniRef90_F9VD30..ABC.transporter.ATP.binding.component","species","human",-0.0270827862012699,0.10589562361467,2874,10,0.804101018929374,0.999999999999965,"cat",0.967292784083698
"401","UniRef90_F9VD30..ABC.transporter.ATP.binding.component","species","human",-0.0506749355731904,0.102724225134953,2874,10,0.635187648015688,0.889964893625043,"dog",0.967292784083698
"402","UniRef90_G1CSU8..Efflux.pump.membrane.transporter","species","dog",0.0985136121651056,0.105599143848771,2874,53,0.351421287814919,0.999999999999965,"cat",0.967292784083698
"403","UniRef90_G1CSU8..Efflux.pump.membrane.transporter","species","human",-0.0947482389158075,0.449860358728057,2874,53,0.836007336404653,0.999999999999965,"cat",0.967292784083698
"404","UniRef90_G1CSU8..Efflux.pump.membrane.transporter","species","human",-0.193261851051742,0.443658047395168,2874,53,0.669585411831728,0.889964893625043,"dog",0.967292784083698
"405","UniRef90_G8LCW0..Transcriptional.activator.ramA","species","dog",0.0345405348081632,0.0344875179597056,2874,26,0.327545608244725,0.999999999999965,"cat",0.967292784083698
"406","UniRef90_G8LCW0..Transcriptional.activator.ramA","species","human",0.0167206011901156,0.0744569998939929,2874,26,0.833614953929697,0.999999999999965,"cat",0.967292784083698
"407","UniRef90_G8LCW0..Transcriptional.activator.ramA","species","human",-0.0178199333233575,0.0698085364560668,2874,26,0.813800946376919,0.889964893625043,"dog",0.967292784083698
"408","UniRef90_H9CDJ3..Tetracycline.resistance.protein.40","species","human",-1.89667360370757,2.18081478302818,2874,2543,0.397610306279415,0.999999999999965,"cat",0.967292784083698
"409","UniRef90_H9CDJ3..Tetracycline.resistance.protein.40","species","human",-2.83117977345475,2.1688531940795,2874,2543,0.211014172633074,0.889964893625043,"dog",0.967292784083698
"410","UniRef90_I1YAX3..Beta.lactamase","species","dog",0.305174506155831,0.273690687651552,2874,335,0.2651014398395,0.999999999999965,"cat",0.967292784083698
"411","UniRef90_I1YAX3..Beta.lactamase","species","human",-0.987983255090863,1.56981125478903,2874,335,0.537781077371078,0.999999999999965,"cat",0.967292784083698
"412","UniRef90_I1YAX3..Beta.lactamase","species","human",-1.29315776137086,1.55796196033307,2874,335,0.418762209233675,0.889964893625043,"dog",0.967292784083698
"413","UniRef90_I3RVP3..Tetracycline.resistance.protein.O.32.O","species","dog",-0.0728572918954685,0.108026936295831,2874,150,0.500881416765511,0.999999999999965,"cat",0.967292784083698
"414","UniRef90_I3TZJ0..MFS.family.major.facilitator.transporter","species","dog",0.0204418967119667,0.109410366976934,2874,72,0.851808168933571,0.999999999999965,"cat",0.967292784083698
"415","UniRef90_I3TZJ0..MFS.family.major.facilitator.transporter","species","human",-0.365198172273477,1.11292013258853,2874,72,0.755301621672985,0.999999999999965,"cat",0.967292784083698
"416","UniRef90_I3TZJ0..MFS.family.major.facilitator.transporter","species","human",-0.385640068843715,1.11021180489586,2874,72,0.741738343702288,0.889964893625043,"dog",0.967292784083698
"417","UniRef90_I7QYT2..Multidrug.resistance.protein.imrP","species","dog",0.00884431606688058,0.014152240835501,2874,7,0.532932999357724,0.999999999999965,"cat",0.967292784083698
"418","UniRef90_I7QYT2..Multidrug.resistance.protein.imrP","species","human",-0.00941378365362892,0.0186142641649366,2874,7,0.61742675516482,0.889964893625043,"dog",0.967292784083698
"419","UniRef90_K0JHQ1..Class.D.beta.lactamase","species","dog",0.00933772181261664,0.0314932239277255,2874,15,0.766957951644996,0.999999999999965,"cat",0.967292784083698
"420","UniRef90_K0JHQ1..Class.D.beta.lactamase","species","human",-0.0287410214719723,0.140102986841237,2874,15,0.83964038041114,0.999999999999965,"cat",0.967292784083698
"421","UniRef90_K0JHQ1..Class.D.beta.lactamase","species","human",-0.0380787431531539,0.138335972250214,2874,15,0.786211352705539,0.889964893625043,"dog",0.967292784083698
"422","UniRef90_M4R2Y6..Hydrolase..alpha.beta.domain.protein","species","human",0.446022175656786,0.683680134605941,2874,180,0.522634699918604,0.999999999999965,"cat",0.967292784083698
"423","UniRef90_M4R2Y6..Hydrolase..alpha.beta.domain.protein","species","human",0.143922297064592,0.674230491374728,2874,180,0.833551998519727,0.889964893625043,"dog",0.967292784083698
"424","UniRef90_M5CQX6..Acra3.protein","species","dog",0.00975596156244729,0.0224835191827838,2874,13,0.664706929535445,0.999999999999965,"cat",0.967292784083698
"425","UniRef90_M5CQX6..Acra3.protein","species","human",-0.0168915021812362,0.0783729722983792,2874,13,0.831846953446339,0.999999999999965,"cat",0.967292784083698
"426","UniRef90_M5CQX6..Acra3.protein","species","human",-0.0266474637362167,0.0767265477256135,2874,13,0.732788954737328,0.889964893625043,"dog",0.967292784083698
"427","UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS","species","dog",0.00373382564703524,0.0128933852443584,2874,9,0.77229051984023,0.999999999999965,"cat",0.967292784083698
"428","UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS","species","human",-0.00834116027048262,0.0499631126319972,2874,9,0.869229365481239,0.999999999999965,"cat",0.967292784083698
"429","UniRef90_M5CRZ0..Two.component.system..OmpR.family..sensor.histidine.kinase.BaeS","species","human",-0.0120749847602699,0.0491243754272923,2874,9,0.808702409623682,0.889964893625043,"dog",0.967292784083698
"430","UniRef90_M5D4V8..Transcriptional.regulatory.protein.resD","species","dog",0.00438453284379277,0.0166894823740212,2874,11,0.792875700398779,0.999999999999965,"cat",0.967292784083698
"431","UniRef90_M5D4V8..Transcriptional.regulatory.protein.resD","species","human",-0.0127393914149513,0.0723985053023275,2874,11,0.862188879688109,0.999999999999965,"cat",0.967292784083698
"432","UniRef90_M5D4V8..Transcriptional.regulatory.protein.resD","species","human",-0.0171239242613133,0.0714369044765802,2874,11,0.813246331707498,0.889964893625043,"dog",0.967292784083698
"433","UniRef90_O07480..Erythromycin.resistance.methylase","species","dog",0.0156460436525239,0.0192115407412618,2874,12,0.417120943103347,0.999999999999965,"cat",0.967292784083698
"434","UniRef90_O52836..Tetracycline.resistance.protein.TetW","species","dog",-0.271068351853274,0.300078133390822,2874,2661,0.366500963159981,0.999999999999965,"cat",0.967292784083698
"435","UniRef90_O52836..Tetracycline.resistance.protein.TetW","species","human",0.433159043684794,1.98458064791143,2874,2661,0.829782395437053,0.889964893625043,"dog",0.967292784083698
"436","UniRef90_O87866..Quaternary.ammonium.compound.resistance.protein.QacG","species","dog",0.00553633058244381,0.0265727009593605,2874,14,0.835992402698396,0.999999999999965,"cat",0.967292784083698
"437","UniRef90_O87866..Quaternary.ammonium.compound.resistance.protein.QacG","species","human",-0.023542565814866,0.0491918683479238,2874,14,0.644534323480496,0.999999999999965,"cat",0.967292784083698
"438","UniRef90_O87866..Quaternary.ammonium.compound.resistance.protein.QacG","species","human",-0.0290788966470167,0.0446984509421894,2874,14,0.537957189643255,0.889964893625043,"dog",0.967292784083698
"439","UniRef90_P00382..Dihydrofolate.reductase.type.1","species","dog",0.0153367611599088,0.0839988782613899,2874,56,0.855139139074749,0.999999999999965,"cat",0.967292784083698
"440","UniRef90_P00382..Dihydrofolate.reductase.type.1","species","human",-0.365700994994948,1.01187987689683,2874,56,0.722905036497737,0.999999999999965,"cat",0.967292784083698
"441","UniRef90_P00382..Dihydrofolate.reductase.type.1","species","human",-0.38103775625063,1.01011511149983,2874,56,0.711401253904238,0.889964893625043,"dog",0.967292784083698
"442","UniRef90_P00485..Chloramphenicol.acetyltransferase","species","human",-0.274257377750887,1.18402859976734,2874,16,0.819281552199223,0.999999999999965,"cat",0.967292784083698
"443","UniRef90_P00485..Chloramphenicol.acetyltransferase","species","human",-0.275286018504467,1.18382361517694,2874,16,0.818587318331284,0.889964893625043,"dog",0.967292784083698
"444","UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase","species","dog",0.0642986732497119,0.154025473879743,2874,231,0.676385118604501,0.999999999999965,"cat",0.967292784083698
"445","UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.703826787014823,1.36255571146299,2874,231,0.611399669430926,0.999999999999965,"cat",0.967292784083698
"446","UniRef90_P00551..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.768125458603833,1.35819063632667,2874,231,0.578361393716728,0.889964893625043,"dog",0.967292784083698
"447","UniRef90_P00552..Aminoglycoside.3.apos..phosphotransferase","species","dog",0.0123827567647429,0.062254840954025,2874,40,0.842362739072518,0.999999999999965,"cat",0.967292784083698
"448","UniRef90_P00552..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.0786411040842131,0.420016360691172,2874,40,0.853348885576738,0.999999999999965,"cat",0.967292784083698
"449","UniRef90_P00552..Aminoglycoside.3.apos..phosphotransferase","species","human",-0.0910238568095296,0.417720373223646,2874,40,0.829736093534588,0.889964893625043,"dog",0.967292784083698
"450","UniRef90_P00557..Hygromycin.B.4.O.kinase","species","dog",0.0224397806375744,0.0426623248955697,2874,34,0.599092786761972,0.999999999999965,"cat",0.967292784083698
"451","UniRef90_P00557..Hygromycin.B.4.O.kinase","species","human",-0.0750195555919736,0.196824675199679,2874,34,0.707547205746371,0.999999999999965,"cat",0.967292784083698
"452","UniRef90_P00557..Hygromycin.B.4.O.kinase","species","human",-0.0974593362343203,0.194520279908754,2874,34,0.622662644652421,0.889964893625043,"dog",0.967292784083698
"453","UniRef90_P00811..Beta.lactamase","species","human",-1.27523223818132,1.83538440929543,2874,650,0.496363384119561,0.999999999999965,"cat",0.967292784083698
"454","UniRef90_P00811..Beta.lactamase","species","human",-2.06099353234673,1.8197837436185,2874,650,0.273249534699761,0.889964893625043,"dog",0.967292784083698
"455","UniRef90_P02930..Outer.membrane.protein.TolC","species","human",-1.47593584631569,2.12048523577534,2874,898,0.495314134117901,0.999999999999965,"cat",0.967292784083698
"456","UniRef90_P02930..Outer.membrane.protein.TolC","species","human",-2.12220827893001,2.10324022108842,2874,898,0.32675154075989,0.889964893625043,"dog",0.967292784083698
"457","UniRef90_P02980..Tetracycline.resistance.protein..class.B","species","dog",0.0883211471663973,0.133157635555341,2874,140,0.507235938053541,0.999999999999965,"cat",0.967292784083698
"458","UniRef90_P02980..Tetracycline.resistance.protein..class.B","species","human",-0.236439821083091,0.987569998050062,2874,140,0.813611834066872,0.999999999999965,"cat",0.967292784083698
"459","UniRef90_P02980..Tetracycline.resistance.protein..class.B","species","human",-0.324760967957436,0.98309237263401,2874,140,0.745193081142946,0.889964893625043,"dog",0.967292784083698
"460","UniRef90_P02981..Tetracycline.resistance.protein..class.C","species","dog",0.014185286277648,0.022843673305331,2874,11,0.536109388073402,0.999999999999965,"cat",0.967292784083698
"461","UniRef90_P02981..Tetracycline.resistance.protein..class.C","species","human",-0.0134096025081115,0.0629289448013208,2874,11,0.835063992824901,0.999999999999965,"cat",0.967292784083698
"462","UniRef90_P02981..Tetracycline.resistance.protein..class.C","species","human",-0.0275948887889237,0.0607088606842476,2874,11,0.659024269804091,0.889964893625043,"dog",0.967292784083698
"463","UniRef90_P02982..Tetracycline.resistance.protein..class.A","species","dog",0.0946884351502962,0.196116283085536,2874,195,0.629271383175209,0.999999999999965,"cat",0.967292784083698
"464","UniRef90_P02982..Tetracycline.resistance.protein..class.A","species","human",-0.665307285040454,1.76266455561718,2874,195,0.71025777145027,0.999999999999965,"cat",0.967292784083698
"465","UniRef90_P02982..Tetracycline.resistance.protein..class.A","species","human",-0.759995710641093,1.75719147818668,2874,195,0.670571525906116,0.889964893625043,"dog",0.967292784083698
