feature,metadata,value,coef,stderr,N,N.not.0,pval,qval
Eggerthella_lenta_SGB_14809,housing,Stray,0.453806175,0.205224436,2272,23,0.027353823,0.081024098
Anaerobiospirillum_thomasii_SGB_28689,housing,Household,-1.256095656,0.564450659,2272,371,0.0275547,0.081456524
Romboutsia_timonensis_SGB_6148,housing,Household,-1.726103349,0.781777584,2272,846,0.027965063,0.082505275
Parabacteroides_distasonis_SGB_1934,housing,Household,1.397067056,0.302714353,2272,176,0.028224242,0.083104713
Prevotellaceae_SGB_65708,housing,Household,-1.769893063,0.805103112,2272,728,0.028716365,0.084219535
Lactobacillus_johnsonii_SGB_7041,housing,Stray,-3.154175743,1.439560892,2272,581,0.028692102,0.084219535
Klebsiella_variicola_SGB_10114,housing,Household,0.17738983,0.070464317,2272,16,0.029225336,0.085543192
Fusobacteriaceae_SGB_6036,housing,Household,2.426210635,1.10569104,2272,1669,0.029602872,0.086477681
Actinobacteria_SGB_53822,housing,Household,0.00398398,0.001360531,2272,1,0.029817255,0.086932821
Oscillospiraceae_SGB_72905,housing,Stray,2.54421516,1.176584917,2272,1010,0.030705984,0.089348391
Blautia_wexlerae_SGB_4837,housing,Stray,3.652497909,1.694192509,2272,523,0.031242916,0.090555638
Staphylococcus_pseudintermedius_SGB_7827,housing,Household,0.188483144,0.087350219,2272,60,0.031211058,0.090555638
Gemmiger_sp_An194_SGB_15283,housing,Household,1.474279151,0.686317368,2272,510,0.03228394,0.093390579
Erysipelotrichaceae_SGB_72140,housing,Household,-1.970208138,0.922571059,2272,773,0.032943024,0.095111767
Veillonellaceae_SGB_5809,housing,Stray,0.062261537,0.028388727,2272,5,0.033012761,0.095128033
Erysipelotrichaceae_SGB_65946,housing,Stray,-3.033351088,1.425948616,2272,809,0.033523136,0.0964115
Clostridium_spiroforme_SGB_6747,housing,Household,0.118509197,0.052530504,2272,21,0.034037446,0.097512682
Bacteroidaceae_SGB_1818,housing,Household,-3.129131859,1.462479211,2272,1555,0.033996433,0.097512682
Phocaeicola_plebeius_SGB_1903,housing,Stray,2.503965985,1.17920974,2272,110,0.034144423,0.097630683
Streptococcus_gallolyticus_SGB_97147,housing,Household,1.14673043,0.535340522,2272,169,0.034676436,0.098776079
Blautia_caecimuris_SGB_4862,housing,Stray,3.66712193,1.734037479,2272,1788,0.034678125,0.098776079
Eggerthella_lenta_SGB_14809,housing,Household,0.180816986,0.07953353,2272,23,0.035408396,0.10066295
Faecalibaculum_rodentium_SGB_4047,housing,Household,-1.673118924,0.794981167,2272,706,0.035591884,0.100991121
Firmicutes_unclassified_SGB_4994,housing,Stray,3.20102886,1.522426878,2272,1556,0.035726375,0.101179276
Cetobacterium_SGB27377_SGB_27377,housing,Household,-0.316691552,0.138667629,2272,58,0.036068366,0.101953248
Pseudoflavonifractor_gallinarum_SGB_29328,housing,Stray,1.344644398,0.641241796,2272,166,0.036468203,0.102887479
Bacteroides_uniformis_SGB_1836,housing,Stray,2.884490456,1.378770467,2272,360,0.036769153,0.103539703
Parabacteroides_SGB104879_SGB_104879,housing,Household,0.132284069,0.063426649,2272,26,0.037241072,0.104669982
Anaerovibrio_lipolyticus_SGB_6973,housing,Household,-0.393317682,0.179641029,2272,79,0.038640905,0.108399061
Lachnospiraceae_SGB_4784,housing,Household,-1.277469798,0.606546518,2272,353,0.038996417,0.109189967
Clostridia_bacterium_UC5_1_1D1_SGB_14995,housing,Stray,0.099196593,0.047515931,2272,5,0.039129179,0.109355369
Bifidobacterium_pseudocatenulatum_SGB_17237,housing,Household,-1.058121215,0.509469064,2272,99,0.039715564,0.110577667
Eubacterium_tenue_SGB_6145,housing,Stray,1.000930616,0.486342659,2272,91,0.039709452,0.110577667
Acidaminococcaceae_SGB_5749,housing,Stray,-3.937916008,1.913943951,2272,772,0.039889486,0.110853928
Actinomyces_bowdenii_SGB_86824,housing,Household,0.135383431,0.053357793,2272,27,0.040215067,0.111549832
Collinsella_SGB14747_SGB_14747,housing,Stray,0.446903026,0.217824102,2272,21,0.040392433,0.111832781
Oscillospiraceae_bacterium_CLA_AA_H250_SGB_14861,housing,Household,0.083107309,0.040458926,2272,3,0.040613907,0.112162237
Ruminococcus_gnavus_SGB_4584,housing,Household,1.421883133,0.690618363,2272,2169,0.04066259,0.112162237
Coprobacter_secundus_SGB_1962,housing,Stray,0.019545021,0.008721256,2272,3,0.04091785,0.112448314
Firmicutes_unclassified_SGB_4994,housing,Household,2.032900471,0.982562325,2272,1556,0.040891003,0.112448314
Lachnospiraceae_SGB_106011,housing,Household,-1.332802386,0.61837988,2272,430,0.041024876,0.112534042
Blautia_faecicola_SGB_4867,housing,Stray,-0.266037678,0.128765766,2272,11,0.041373055,0.113279729
Porphyromonas_gulae_SGB_2056,housing,Household,0.116170156,0.057372145,2272,21,0.043081858,0.117524775
Erysipelotrichaceae_SGB_44483,housing,Stray,-1.951875654,0.964142572,2272,682,0.043064309,0.117524775
Bacteroides_ovatus_SGB_1871,housing,Stray,1.135206518,0.559492507,2272,93,0.04333808,0.118006808
Lactobacillus_acidophilus_SGB_7044,housing,Stray,-3.473572445,1.72282044,2272,845,0.043940071,0.11942686
Zhenhengia_yiwuensis_SGB_6077,housing,Stray,-2.024149056,1.008017789,2272,236,0.044954269,0.121960028
Oscillospiraceae_SGB_4425,housing,Household,-0.010792806,0.004705083,2272,1,0.045136473,0.122230885
Lachnospiraceae_SGB_47518,housing,Stray,1.039075368,0.521618098,2272,139,0.046786985,0.126469738
Oliverpabstia_intestinalis_SGB_4868,housing,Stray,0.203935564,0.101336211,2272,12,0.047892524,0.129222737
Firmicutes_SGB_105707,housing,Household,-1.391182596,0.699159052,2272,437,0.048960356,0.13186419
Clostridium_massiliamazoniense_SGB_29082,housing,Household,0.586845894,0.261977185,2272,174,0.049125251,0.132068609
Alistipes_communis_SGB_2290,housing,Household,0.112343559,0.052085122,2272,16,0.049579361,0.132748551
Allisonella_histaminiformans_SGB_5843,housing,Household,-1.671914663,0.84504489,2272,591,0.049646527,0.132748551
Bacteroidaceae_SGB_65710,housing,Household,-1.725759865,0.877503304,2272,710,0.04959151,0.132748551
Dialister_invisus_SGB_5825,housing,Household,0.013208453,0.006007568,2272,2,0.049793194,0.132901259
Firmicutes_SGB_69981,housing,Household,-1.163759695,0.592385076,2272,472,0.050162841,0.133647497
Lachnospiraceae_SGB_58537,housing,Household,1.809143567,0.925118445,2272,1351,0.051086045,0.135863246
Firmicutes_SGB_105985,housing,Stray,1.854807218,0.956274209,2272,223,0.052736216,0.140000973
Lachnospiraceae_SGB_4866,housing,Household,0.096534642,0.049893618,2272,20,0.053268318,0.141161043
Anaerosacchariphilus_sp_NSJ_68_SGB_4772,housing,Household,0.016961063,0.008494268,2272,2,0.05377919,0.142260817
Eubacteriaceae_SGB_4327,housing,Stray,-0.127105236,0.064137873,2272,6,0.054542397,0.144022985
Muribaculaceae_SGB_2126,housing,Stray,-2.467546162,1.294892294,2272,424,0.056964033,0.149954412
Anaerobiospirillum_succiniciproducens_SGB_3685,housing,Household,-1.447661604,0.754220654,2272,629,0.05699076,0.149954412
Anaerotignum_sp_MSJ_24_SGB_5180,housing,Household,0.00821684,0.004140982,2272,1,0.058670182,0.154100088
Cetobacterium_SGB66735_SGB_66735,housing,Stray,1.021089612,0.53991753,2272,117,0.058843295,0.154281712
Clostridiaceae_SGB_14988,housing,Household,-1.29994577,0.679155157,2272,605,0.059229932,0.155021551
Firmicutes_SGB_106203,housing,Household,-1.388126127,0.729836693,2272,445,0.059514317,0.155491631
Prevotellaceae_SGB_1482,housing,Household,-1.516113103,0.791134353,2272,770,0.05990834,0.156246003
Bacteroides_pyogenes_SGB_1806,housing,Stray,0.729369241,0.39080273,2272,66,0.06220867,0.161897434
Eubacteriaceae_SGB_106207,housing,Household,-1.668302733,0.890201129,2272,631,0.06229342,0.161897434
Firmicutes_SGB_4119,housing,Household,0.203846415,0.106972012,2272,14,0.06352137,0.164512588
Klebsiella_pneumoniae_SGB_10115,housing,Household,0.339566865,0.167307497,2272,73,0.063477056,0.164512588
Prevotella_copri_SGB_1636,housing,Household,-0.027172479,0.014255334,2272,2,0.064806032,0.167547302
Lachnospiraceae_SGB_65958,housing,Household,1.810328328,0.978608833,2272,1538,0.065191932,0.168251873
Sutterellaceae_SGB_9284,housing,Stray,3.503882744,1.906875628,2272,894,0.066448383,0.171196877
Erysipelotrichaceae_SGB_65947,housing,Stray,-2.404742477,1.313534723,2272,708,0.067290408,0.173065799
Erysipelotrichaceae_SGB_66599,housing,Household,-1.157098097,0.630273136,2272,400,0.06788937,0.174304195
Gemmiger_formicilis_SGB_15299,housing,Stray,-0.081409957,0.044200141,2272,4,0.069814363,0.178936987
Clostridiaceae_SGB_4746,housing,Household,1.555008564,0.84659126,2272,1491,0.071243892,0.182286095
Methanobrevibacter_smithii_SGB_714,housing,Household,0.004502137,0.002207694,2272,2,0.072313825,0.184705192
Bacteroidota_SGB_2067,housing,Household,-1.750366739,0.972053619,2272,615,0.072989179,0.186109865
Firmicutes_SGB_14888,housing,Household,0.056719479,0.031629345,2272,12,0.073153936,0.186210018
Oscillospiraceae_SGB_63246,housing,Household,-1.260799809,0.698977406,2272,645,0.073802112,0.187538244
Intestinibacter_bartlettii_SGB_6140,housing,Stray,-0.617778067,0.346017379,2272,49,0.074344657,0.188593968
Lactococcus_lactis_SGB_7985,housing,Household,0.614290039,0.344082441,2272,58,0.074662725,0.189077617
Oscillospiraceae_SGB_15313,housing,Stray,3.33007676,1.86778096,2272,1831,0.074930127,0.189431532
Roseburia_faecis_SGB_4925,housing,Stray,0.071819083,0.040146463,2272,2,0.076251366,0.192443922
Dysosmobacter_welbionis_SGB_15078,housing,Stray,0.581694721,0.328473195,2272,36,0.076800197,0.193499987
Fusobacterium_hominis_SGB_6030,housing,Stray,2.334408085,1.323128085,2272,444,0.077879865,0.19588766
Bacteroidaceae_SGB_65713,housing,Stray,2.417475102,1.37286979,2272,734,0.07841913,0.196910302
Drancourtella_massiliensis_SGB_4619,housing,Household,0.018978104,0.010530676,2272,3,0.078828813,0.197604658
Phocaeicola_vulgatus_SGB_1814,housing,Stray,3.152400628,1.803301738,2272,1257,0.080758918,0.202020248
Clostridium_sp_AT4_SGB_4753,housing,Stray,2.21801681,1.26981893,2272,1829,0.080862552,0.202020248
Vescimonas_coprocola_SGB_15089,housing,Household,-0.007269192,0.003816841,2272,1,0.081595246,0.203508143
Sutterellaceae_SGB_9285,housing,Stray,-1.92962511,1.113048736,2272,633,0.083150038,0.207038013
Coprococcus_catus_SGB_4670,housing,Stray,-0.179039578,0.102688739,2272,5,0.083688503,0.208029713
Lachnospiraceae_SGB_65958,housing,Stray,2.459791078,1.422058707,2272,1538,0.083885971,0.208171874
Muribaculum_gordoncarteri_SGB_2087,housing,Household,-1.065882395,0.609958269,2272,311,0.084312799,0.208429417
Clostridium_sp_AF20_17LB_SGB_4714,housing,Household,0.053601764,0.030672553,2272,3,0.084411105,0.208429417
Limosilactobacillus_ingluviei_SGB_7105,housing,Household,0.299110864,0.172099266,2272,34,0.084345783,0.208429417
Bilophila_wadsworthia_SGB_15452,housing,Stray,0.775166477,0.45132724,2272,51,0.086112016,0.212276133
Prevotellaceae_SGB_1657,housing,Household,-0.073499972,0.042650472,2272,4,0.086600839,0.213127107
Enterobacter_asburiae_SGB_10141,housing,Household,0.03568957,0.017624651,2272,5,0.087500332,0.214984259
Adlercreutzia_equolifaciens_SGB_14797,housing,Household,-0.961975718,0.564782455,2272,610,0.089110796,0.218579209
Lachnospiraceae_SGB_66069,housing,Household,2.008417738,1.180991238,2272,1506,0.089906164,0.219803538
Streptococcus_minor_SGB_29817,housing,Household,0.591496187,0.246396397,2272,188,0.089760625,0.219803538
Prevotella_copri_SGB_1644,housing,Household,0.050081948,0.029272409,2272,5,0.091343058,0.222949175
Odoribacter_splanchnicus_SGB_1790,housing,Household,0.05813339,0.030373215,2272,12,0.093552135,0.227966122
Massiliimalia_timonensis_SGB_7253,housing,Household,0.034134932,0.020406524,2272,22,0.09465944,0.230286245
Atopobiaceae_SGB_14350,housing,Stray,0.136309618,0.081707248,2272,8,0.096886406,0.23531821
Peptostreptococcaceae_SGB_106454,housing,Stray,-2.027786994,1.223771184,2272,645,0.097759814,0.237051576
Veillonellaceae_SGB_5809,housing,Household,-0.014320343,0.008490813,2272,5,0.09799398,0.237231756
Lachnospiraceae_SGB_4865,housing,Household,0.061557982,0.037292273,2272,12,0.09904383,0.239123118
Lachnospiraceae_SGB_5184,housing,Household,-0.81959765,0.491786626,2272,328,0.099097519,0.239123118
Candidatus_Arthromitus_sp_SFB_turkey_SGB_8528,housing,Stray,-1.076331569,0.653530454,2272,150,0.099812955,0.240458482
Collinsella_aerofaciens_SGB_14535,housing,Household,0.914212724,0.54939287,2272,296,0.101161669,0.242933518
Bacteroidaceae_SGB_1890,housing,Stray,1.741783596,1.061852119,2272,135,0.101167732,0.242933518
Peptostreptococcaceae_SGB_6141,housing,Stray,-0.133819184,0.081090156,2272,10,0.102100372,0.244776982
Lachnospiraceae_SGB_47582,housing,Household,-0.235038741,0.139050455,2272,55,0.102990569,0.245753103
Oscillospiraceae_SGB_14842,housing,Household,0.091420459,0.056028823,2272,29,0.103004333,0.245753103
Firmicutes_SGB_105989,housing,Stray,1.939536937,1.18823299,2272,653,0.102812307,0.245753103
Bacteroides_finegoldii_SGB_1862,housing,Household,0.53348643,0.286412364,2272,155,0.104016064,0.247027336
Atopobiaceae_SGB_14350,housing,Household,0.031315041,0.019160042,2272,8,0.104037793,0.247027336
Fusobacterium_hominis_SGB_6030,housing,Household,-1.417469097,0.86627518,2272,444,0.103970284,0.247027336
Enterococcus_canintestini_SGB_7958,housing,Household,0.179864445,0.107855795,2272,25,0.104492302,0.247710186
Lachnospira_pectinoschiza_SGB_5075,housing,Household,0.555639844,0.334781424,2272,136,0.105657813,0.250073675
Bacteroidaceae_SGB_48439,housing,Stray,3.013245566,1.861904607,2272,844,0.10586021,0.250153745
Lachnospiraceae_SGB_4870,housing,Household,2.004881362,1.244331966,2272,1601,0.108923361,0.256338796
Acidaminococcaceae_SGB_5749,housing,Household,-1.859506511,1.148201189,2272,772,0.10914794,0.256338796
Caniella_SGB105119_SGB_105119,housing,Stray,-1.448761352,0.903965719,2272,602,0.109168544,0.256338796
Lachnospiraceae_unclassified_SGB65957_SGB_65957,housing,Household,1.395255792,0.865013585,2272,649,0.109082238,0.256338796
Bittarella_massiliensis_SGB_7263,housing,Household,0.003192477,0.001937474,2272,2,0.111467984,0.261324627
Ligilactobacillus_salivarius_SGB_7082,housing,Stray,1.095106449,0.689147061,2272,93,0.112325988,0.262506719
Canicola_haemoglobinophilus_SGB_9760,housing,Household,0.089165324,0.056104864,2272,30,0.112259382,0.262506719
Oscillospiraceae_SGB_15081,housing,Stray,-0.021144683,0.010110449,2272,2,0.113121023,0.263949054
Romboutsia_ilealis_SGB_24891,housing,Household,0.282511284,0.17752872,2272,51,0.11432717,0.265510987
Sellimonas_intestinalis_SGB_4617,housing,Household,0.042580622,0.025679899,2272,6,0.114271958,0.265510987
Peptostreptococcaceae_bacterium_SGB_77433,housing,Stray,-1.443649777,0.913200128,2272,245,0.114089543,0.265510987
Bifidobacterium_animalis_SGB_17278,housing,Stray,-1.677100862,1.062504323,2272,747,0.114648151,0.265623045
Firmicutes_SGB_14270,housing,Household,-0.507908469,0.31840385,2272,184,0.114733404,0.265623045
Allobaculum_mucolyticum_SGB_65944,housing,Stray,-1.756211806,1.117183174,2272,747,0.116110073,0.268391508
Prevotella_stercorea_SGB_1680,housing,Household,-0.003542735,0.002094411,2272,2,0.116999965,0.269608614
Faecalicoccus_pleomorphus_SGB_6792,housing,Household,0.039983289,0.025488439,2272,11,0.116957783,0.269608614
Bacteroidaceae_SGB_1883,housing,Household,-0.008157123,0.004816767,2272,1,0.117332465,0.269955625
Prevotella_sp_Marseille_P4119_SGB_1676,housing,Stray,-0.012725697,0.006455703,2272,1,0.118018439,0.271113566
Eggerthellaceae_SGB_14792,housing,Stray,-1.579637499,1.013105432,2272,913,0.119145485,0.273279597
Phocea_SGB105437_SGB_105437,housing,Household,-0.480506099,0.30792098,2272,150,0.119953482,0.274708282
Bacteroidota_SGB_48227,housing,Household,-1.345778495,0.862690342,2272,474,0.121092476,0.27688942
Pseudoflavonifractor_phocaeensis_SGB_15149,housing,Stray,0.502226354,0.32424787,2272,31,0.121638311,0.277709622
Prevotella_SGB1638_SGB_1638,housing,Stray,0.904065284,0.584178323,2272,70,0.122681792,0.27966172
Caniella_SGB63087_SGB_63087,housing,Stray,-1.524854463,0.989711103,2272,587,0.123554614,0.281219397
Ruthenibacterium_lactatiformans_SGB_15271,housing,Stray,0.523253287,0.339941933,2272,71,0.12479941,0.283617648
Bacteroides_thetaiotaomicron_SGB_1861,housing,Stray,0.922939552,0.601113427,2272,86,0.125253768,0.284107161
Firmicutes_SGB_58484,housing,Stray,0.207223756,0.135118644,2272,14,0.125397703,0.284107161
Slackia_SGB14780_SGB_14780,housing,Household,-0.157342127,0.1009107,2272,34,0.126902053,0.287077204
Alistipes_senegalensis_SGB_2296,housing,Household,0.276105483,0.180677787,2272,31,0.127554655,0.28811432
Turicibacter_SGB106351_SGB_106351,housing,Household,0.729863483,0.461238659,2272,204,0.127777323,0.288178644
Alistipes_indistinctus_SGB_2325,housing,Household,0.071951665,0.042413188,2272,24,0.128550249,0.289326898
Clostridium_phoceensis_SGB_15154,housing,Household,0.037030924,0.024381842,2272,16,0.129066312,0.289326898
Clostridium_tertium_SGB_6183,housing,Stray,-0.579398638,0.381205365,2272,51,0.128848985,0.289326898
Sutterella_wadsworthensis_SGB_9286,housing,Household,1.770822064,1.15515359,2272,1270,0.129062406,0.289326898
Clostridium_sp_NSJ_6_SGB_29097,housing,Stray,-1.225026763,0.808430357,2272,154,0.129925319,0.290813232
Succinivibrionaceae_SGB_74131,housing,Household,-0.651385816,0.426140729,2272,190,0.130474524,0.291602702
Bacteroides_faecis_SGB_1860,housing,Household,0.051050421,0.034068042,2272,10,0.134305272,0.299712818
Dorea_longicatena_SGB_4582,housing,Stray,0.224849692,0.149218731,2272,16,0.134514716,0.299729487
Streptococcus_lutetiensis_SGB_8021,housing,Stray,-2.990880657,2.00333541,2272,1039,0.135756944,0.30122526
Coprococcus_sp_AF21_14LB_SGB_25437,housing,Stray,2.078331738,1.39154847,2272,1194,0.135490691,0.30122526
Lachnospiraceae_SGB_47641,housing,Household,0.093131685,0.061614793,2272,40,0.135794945,0.30122526
Firmicutes_SGB_106379,housing,Stray,-1.21985388,0.817899382,2272,319,0.136146027,0.30155329
Tyzzerella_SGB4454_SGB_4454,housing,Stray,-0.793924329,0.535388375,2272,66,0.138457965,0.306217019
Parabacteroides_merdae_SGB_1949,housing,Stray,1.843998072,1.245172241,2272,347,0.138992264,0.30694125
Enterococcus_cecorum_SGB_7961,housing,Stray,1.517680646,1.029419474,2272,313,0.140572307,0.309969247
Actinobacteria_SGB_14327,housing,Household,-0.289931529,0.192456781,2272,104,0.141045424,0.310551052
Bifidobacterium_animalis_SGB_100575,housing,Household,-0.737808249,0.498015465,2272,308,0.143615344,0.315740993
Succinivibrionaceae_SGB_3673,housing,Household,-0.138814958,0.091518307,2272,50,0.14689623,0.32247634
Holdemanella_porci_SGB_6796,housing,Stray,2.595055754,1.793200123,2272,1397,0.148172275,0.324797129
Streptococcus_parasanguinis_SGB_8071,housing,Household,0.144693965,0.09853035,2272,6,0.149087811,0.325673498
Candidatus_Arthromitus_sp_SFB_turkey_SGB_8528,housing,Household,0.587578119,0.404180922,2272,150,0.149107345,0.325673498
Firmicutes_SGB_69981,housing,Stray,-1.247906333,0.86488014,2272,472,0.149230444,0.325673498
Phocaeicola_coprocola_SGB_1891,housing,Household,-1.786945065,1.232564792,2272,1426,0.149962316,0.326790127
Parabacteroides_massiliensis_SGB_1945,housing,Household,0.00578177,0.003477246,2272,1,0.150982919,0.327677067
Firmicutes_SGB_6321,housing,Household,0.20560567,0.13746289,2272,35,0.151031748,0.327677067
Firmicutes_SGB_106571,housing,Household,0.05359682,0.033269555,2272,14,0.150883671,0.327677067
Prevotellaceae_SGB_65708,housing,Stray,-1.71952681,1.198782581,2272,728,0.151632171,0.328499476
Erysipelotrichaceae_SGB_42251,housing,Stray,-1.783132022,1.243976226,2272,737,0.151904861,0.328610515
Akkermansia_muciniphila_SGB_9228,housing,Household,0.002080327,0.001358445,2272,1,0.152481662,0.329378146
Sutterella_wadsworthensis_SGB_9286,housing,Stray,2.733653143,1.911489658,2272,1270,0.152997032,0.330011041
Proteus_mirabilis_SGB_9992,housing,Stray,0.733774555,0.514041193,2272,89,0.153676386,0.330995293
Peptacetobacter_SGB6132_SGB_6132,housing,Household,-1.145159671,0.804307322,2272,1122,0.154871212,0.333085332
Firmicutes_SGB_4121,housing,Household,0.077992396,0.036227855,2272,30,0.155770716,0.334535084
Bacteroidota_SGB_1803,housing,Household,-0.656660007,0.464235325,2272,227,0.158816581,0.340583536
Limosilactobacillus_coleohominis_SGB_7101,housing,Household,-0.330360658,0.230508362,2272,108,0.160321334,0.343314371
Oscillospiraceae_SGB_105839,housing,Stray,1.00579681,0.716221493,2272,215,0.16059701,0.343409168
Fusicatenibacter_saccharivorans_SGB_4874,housing,Household,0.743591711,0.527049713,2272,228,0.160901023,0.3435642
Collinsella_sp_AF08_23_SGB_14739,housing,Household,-0.638404134,0.445147437,2272,161,0.162871888,0.346738194
Clostridium_sp_NSJ_42_SGB_6174,housing,Household,0.015321905,0.010780928,2272,6,0.16308845,0.346738194
Eubacteriaceae_SGB_106206,housing,Household,0.026229485,0.018772726,2272,8,0.162629193,0.346738194
Ligilactobacillus_saerimneri_SGB_7085,housing,Household,-0.459147753,0.328630898,2272,66,0.163460121,0.347031215
Bacteroides_eggerthii_SGB_1829,housing,Household,0.085000131,0.061095108,2272,20,0.16450504,0.348750684
Oscillospiraceae_SGB_105839,housing,Household,-0.498460597,0.351727643,2272,215,0.16629945,0.352051902
Bifidobacterium_dentium_SGB_17234,housing,Stray,0.042245241,0.029790692,2272,3,0.166538849,0.352056485
Terrisporobacter_mayombei_SGB_65115,housing,Stray,-1.099976884,0.795124643,2272,172,0.166883522,0.352283282
Erysipelotrichaceae_SGB_106318,housing,Household,0.043393052,0.03141396,2272,8,0.167405587,0.352883367
Clostridium_sp_AM22_11AC_SGB_4749,housing,Stray,0.072208357,0.051888217,2272,3,0.168658325,0.355019794
Allobaculum_sp_539_SGB_42252,housing,Household,-0.537465627,0.385291041,2272,113,0.169152316,0.355555292
Lachnospiraceae_SGB_66051,housing,Household,0.98057775,0.704109527,2272,626,0.171184383,0.359121701
Lachnospiraceae_SGB_4591,housing,Household,1.217222166,0.887884135,2272,1246,0.171332995,0.359121701
Eubacterium_siraeum_SGB_4198,housing,Household,-0.017053028,0.012277973,2272,2,0.172596423,0.361259649
Actinomyces_sp_ICM47_SGB_17167,housing,Stray,-0.010322828,0.006754065,2272,1,0.173802506,0.363030684
Bacteroidaceae_SGB_1808,housing,Household,-1.689591738,1.235923541,2272,1133,0.173931817,0.363030684
Bacteroidaceae_SGB_1808,housing,Stray,2.614268018,1.92440347,2272,1133,0.17459501,0.363903083
Paeniclostridium_sordellii_SGB_6146,housing,Stray,0.315567745,0.232755657,2272,25,0.17540087,0.365069973
Massilioclostridium_coli_SGB_29305,housing,Household,0.127487481,0.090581216,2272,36,0.175749828,0.365283956
Blautia_hansenii_SGB_4798,housing,Stray,1.252448666,0.924127492,2272,147,0.176020475,0.365334803
Prevotellaceae_SGB_1586,housing,Household,-0.345955955,0.252102868,2272,83,0.176306562,0.365417511
Faecalibacterium_prausnitzii_SGB_15332,housing,Household,-0.005322256,0.003712359,2272,1,0.17728278,0.366928376
Collinsella_intestinalis_SGB_14741,housing,Stray,2.061613135,1.528272638,2272,1978,0.177824524,0.367331683
Peptacetobacter_SGB6132_SGB_6132,housing,Stray,1.541093152,1.143693913,2272,1122,0.177972695,0.367331683
Erysipelotrichaceae_SGB_72140,housing,Stray,-1.720359994,1.288565732,2272,773,0.181997748,0.37511758
Lactiplantibacillus_plantarum_SGB_7202,housing,Household,0.117586351,0.085746302,2272,21,0.185718924,0.38122791
Weissella_cibaria_SGB_7114,housing,Stray,-0.526252064,0.397247157,2272,34,0.185733005,0.38122791
Clostridium_sp_1001270J_160509_D11_SGB_6139,housing,Stray,-0.083661431,0.062814048,2272,4,0.185604541,0.38122791
Bifidobacterium_longum_SGB_17248,housing,Household,0.668640507,0.500560437,2272,239,0.187248313,0.383807316
Butyricimonas_virosa_SGB_1784,housing,Stray,0.058304083,0.04369385,2272,6,0.189692438,0.388280796
Sutterellaceae_SGB_9284,housing,Household,-1.535982089,1.162846838,2272,894,0.190425878,0.389245183
Victivallis_lenta_SGB_9203,housing,Household,0.006977205,0.005105441,2272,7,0.190721913,0.389314056
Clostridiales_bacterium_SGB_15159,housing,Stray,1.023444029,0.781986526,2272,137,0.191699919,0.390772912
Parabacteroides_massiliensis_SGB_1945,housing,Stray,-0.009624187,0.006501855,2272,1,0.192516574,0.391899308
Collinsella_sp_BA40_SGB_86217,housing,Household,-0.999266319,0.766693578,2272,871,0.192933411,0.392209839
Clostridiaceae_SGB_4746,housing,Stray,1.860257332,1.432925555,2272,1491,0.19449019,0.393392024
Clostridia_unclassified_SGB_105947,housing,Household,-0.480543725,0.368825941,2272,263,0.194091108,0.393392024
Catenibacterium_mitsuokai_SGB_6783,housing,Stray,2.41719253,1.862345617,2272,1178,0.1945753,0.393392024
Faecalibaculum_rodentium_SGB_4047,housing,Stray,-1.453329025,1.118757791,2272,706,0.194072694,0.393392024
Faecalibacterium_sp_CLA_AA_H233_SGB_15315,housing,Household,0.011875002,0.008913439,2272,3,0.195138033,0.393992981
Staphylococcus_pseudintermedius_SGB_7827,housing,Stray,0.525917563,0.406027267,2272,60,0.19544044,0.394067409
Streptococcus_anginosus_SGB_8028,housing,Household,0.066361241,0.051313136,2272,20,0.196146596,0.394954612
Firmicutes_SGB_5060,housing,Household,-0.703259633,0.542201706,2272,563,0.19660022,0.395331609
Phocaeicola_plebeius_SGB_1899,housing,Stray,2.863581887,2.225612145,2272,1230,0.198497059,0.398605732
Acidaminococcus_fermentans_SGB_5744,housing,Household,0.009488924,0.00722205,2272,3,0.199433963,0.399945948
Lachnospiraceae_SGB_5197,housing,Stray,0.441620658,0.344982012,2272,56,0.200850785,0.401956293
Eisenbergiella_massiliensis_SGB_4987,housing,Household,0.005418327,0.004065512,2272,1,0.200978147,0.401956293
Clostridiaceae_SGB_106397,housing,Stray,-0.176422467,0.138150471,2272,15,0.201988979,0.403303366
Turicibacter_SGB106350_SGB_106350,housing,Household,-0.547283433,0.421344306,2272,215,0.202195219,0.403303366
Fusicatenibacter_saccharivorans_SGB_4874,housing,Stray,1.053983141,0.830525311,2272,228,0.204616857,0.407585794
Blautia_faecis_SGB_4820,housing,Stray,-0.137712573,0.108420137,2272,9,0.205849419,0.409491337
Clostridium_paraputrificum_SGB_6187,housing,Stray,-1.010797927,0.801011987,2272,164,0.207316452,0.411857583
Eubacteriaceae_bacterium_SGB_4546,housing,Stray,-0.024846602,0.019577676,2272,3,0.209498489,0.415111661
Lachnospiraceae_SGB_4574,housing,Stray,-1.600177407,1.274528273,2272,791,0.209513904,0.415111661
Anaerotignum_sp_MSJ_24_SGB_5180,housing,Stray,-0.0086025,0.00669577,2272,1,0.20981265,0.415149296
Lacrimispora_amygdalina_SGB_4716,housing,Household,0.010531735,0.008126309,2272,3,0.211316562,0.417568279
Fusobacteriaceae_SGB_70926,housing,Household,-0.766658408,0.620364516,2272,446,0.217037485,0.428302697
